,rank,title,artist,other artists,year,Spotify id,Popularity
276,77,Teen Age Idol,Rick Nelson,None,1962,30vF99AT4nrhYy4m2Y5e3Q,31
277,78,She's Got You,Patsy Cline,None,1962,4H1POasJbrLNaQirsIH29e,60
278,79,Dear One,Larry Finnegan,None,1962,5WRxN8I2Ub7i0cABMljTZs,34
279,80,Her Royal Majesty,James Darren,None,1962,1cPxnXUCio2zV6yE4pWZ25,14
280,81,Old Rivers,Walter Brennan,None,1962,7xlYVBERqQ6r76euVrL9JS,24
281,82,Funny Way of Laughin',Burl Ives,None,1962,1hQ41No89ehwGgOnub7CTv,16
282,83,A Swingin' Safari,Billy Vaughn,None,1962,39tiEmJyiZnGoNo6u86pLl,37
283,84,Tell Me,Dick,Dee Dee,1962,7BlWK6ZJN4oYqlUKZBz4q0,16
284,85,PT-109,Jimmy Dean,None,1962,3vfNUZeVUiwWXwsEXjagqL,29
285,86,Little Diane,Dion,None,1962,1UfGX3eL0ifA3gJSwWPMBi,26
286,87,Percolator (Twist),Billy Joe,the Checkmates,1962,2fcdqoR6PsHuOlAy4r9VDh,8
287,88,"Twist, Twist Senora",Gary U.S. Bonds,None,1962,1u7zJy4RUSXclRhswkA6RT,14
288,89,Twistin' Matilda,Jimmy Soul,None,1962,6Pi8qqxac8KYv7QyEfgHUm,16
289,90,Gravy (For My Mashed Potatoes),Dee Dee Sharp,None,1962,2ZxzsmJ093WPTBbsoCf6CN,40
290,91,Walk on the Wild Side,Jimmy Smith,None,1962,6QRUaXpnmL1SWaAtlVEtML,32
291,92,Soul Twist,King Curtis,None,1962,28LMSzy4ecnDWH3UU4pFvZ,20
292,93,I'll Never Dance Again,Bobby Rydell,None,1962,5fxChRcnmyk2en0r5YMF6E,43
293,94,I'm Blue (The Gong-Gong Song),The Ikettes,None,1962,0tgwJKFJ7Itl5d386q5QkJ,34
294,95,Where Have All the Flowers Gone?,The Kingston Trio,None,1962,4C3jDWATqX5n4xaRO8wZOF,47
295,96,"(Girls, Girls, Girls) Made to Love",Eddie Hodges,None,1962,4PeZdZt3Mf46SfsL6Gj1EY,15
296,97,Town Without Pity,Gene Pitney,None,1962,67UXizE2cmFVVDPU4Gl17A,39
297,98,If I Had a Hammer,Peter,Paul,1962,6R9LiK1WhfnTvFsVfusdQl,50
298,99,I Wish That We Were Married,Ronnie,the Hi-Lites,1962,0I4GId05Rsx9367OcyG5ij,12
299,100,Surfin' Safari,The Beach Boys,None,1962,4kIYRtgbZyPzAWSFLdlajW,50
300,1,Sugar Shack,Jimmy Gilmer,the Fireballs,1963,7g0RYi9itCZ1NqmE1h6RLp,49
301,2,Surfin' U.S.A.,The Beach Boys,None,1963,0wz1LjDb9ZNEYwOmDJ3Q4b,73
302,3,The End of the World,Skeeter Davis,None,1963,5DTOOkooKFUvWj1XQTFa09,63
303,4,Rhythm of the Rain,The Cascades,None,1963,7GHf8dQ2wA71wYOuRsQCZP,61
304,5,He's So Fine,The Chiffons,None,1963,2Bs1Lw9LX8hBm70t1iGdlh,54
305,6,Blue Velvet,Bobby Vinton,None,1963,4QelFzhVgLomeQhvKrwM1S,60
306,7,Hey Paula,Paul,Paula,1963,6MpCxTJNdkHIpvQRuID8zU,43
307,8,Fingertips,Stevie Wonder,None,1963,6SvMoVRctg7Z3jDtlYIYlL,42
308,9,Washington Square,The Village Stompers,None,1963,2JwLfiU13mnYuiqcqriOLl,32
309,10,It's All Right,The Impressions,None,1963,1PkoLMoX7j5ZVC0bnKhUY8,52
310,11,Can't Get Used to Losing You,Andy Williams,None,1963,41zpWL98BsYKP5nvtdTM5z,45
311,12,My Boyfriend's Back,The Angels,None,1963,5NiFSI8iIDtVm1NCwdYrHS,49
312,13,Sukiyaki,Kyu Sakamoto,None,1963,6meIeOX3DHdaCnaNw67abE,51
313,14,She's a Fool,Lesley Gore,None,1963,3h681qZSmhBOciAXLl1nsA,33
314,15,So Much in Love,The Tymes,None,1963,6h0LLmMVZY108wNzD5UM6O,44
315,16,"Puff, the Magic Dragon",Peter,Paul,1963,3hqsBLMAqJqrhr434Z7WlA,57
316,17,Blowin' in the Wind,Peter,Paul,1963,62Yu8QL1g9pdbvN4XL9Rah,56
317,18,I'm Leaving It Up to You,Dale,Grace,1963,3DuI3YfteR3qHsAGGTA7oV,20
318,19,Deep Purple,Nino Tempo,April Stevens,1963,5kJez8nvgq0HqhWy3UTQFx,38
319,20,Wipe Out,The Surfaris,None,1963,4anUinKv803lyDD1vaSXhU,49
320,21,I Love You Because,Al Martino,None,1963,5ggafYsNyKhTR9bISS3OPj,40
321,22,Wild Weekend,The Rebels,None,1963,1aPdVWDcTG2Qn0ziCoHkaG,24
322,23,You're the Reason I'm Living,Bobby Darin,None,1963,2abbMU8rMqtxANb7kV5BmS,17
323,24,Walk Like a Man,The Four Seasons,None,1963,4C76SOnBa9eQDwOwe11hPz,59
324,25,Mockingbird,Inez,Charlie Foxx,1963,0s1e2Pplqp0ExGFUdQ3mCr,26
325,26,I Will Follow Him,Little Peggy March,None,1963,3GQETOg4ZXyQ1jEFqfMoac,52
326,27,Pipeline,The Chantays,None,1963,3Wwy5wlxd8CpKMZGc4Mgjf,44
327,28,Surf City,Jan,Dean,1963,1Oewmmr12xuhgzvUJ9Q0cf,53
328,29,It's My Party,Lesley Gore,None,1963,1Pq47iFLC5U7j8xeNiNcuS,60
329,30,Blame It on the Bossa Nova,Eydie Gorm̩,None,1963,1vOsIiq80fcYONCUEBbzHu,36
330,31,You Can't Sit Down,The Dovells,None,1963,54sxFj01a5BELIOKHKx5Tm,31
331,32,Heat Wave,Martha,the Vandellas,1963,3VgrSJEKBRT3xmwzpaxxEF,64
332,33,Denise,Randy,the Rainbows,1963,2uyTuHLAB3unDK1vkjViH5,42
333,34,Walk Right In,The Rooftop Singers,None,1963,4WhT2YADjcU58IUgroWZQZ,45
334,35,If You Wanna Be Happy,Jimmy Soul,None,1963,7D97JnBT73FWUh9KmRvP9M,50
335,36,Surfer Girl,The Beach Boys,None,1963,1AJ5F0FMTC3yFU3ocjy1gE,53
336,37,If I Had a Hammer,Trini Lopez,None,1963,44Btht5msS0IQ7o2DZuFdu,48
337,38,Everybody,Tommy Roe,None,1963,4IJcHdY7t0TcHnmjNtPkil,23
338,39,Easier Said Than Done,The Essex,None,1963,2C5p7j2gw7Jr2VAZDiNP4u,23
339,40,Ruby Baby,Dion,None,1963,1EtQ8AIs2pHW6FwFvtYPd7,36
340,41,Maria Elena,Los Indios Tabajaras,None,1963,3ygHAK1w3qP4wp83KXUiiu,49
341,42,Our Day Will Come,Ruby,the Romantics,1963,3ngYXFSYtF5mHguNCA3JZ0,43
342,43,I Can't Stay Mad at You,Skeeter Davis,None,1963,0ijOfCj9PHvhnrX6WXrQns,28
343,44,Hello Stranger,Barbara Lewis,None,1963,7v8YDCoM60xCPuSbXerImD,55
344,45,Be My Baby,The Ronettes,None,1963,2G2YzndIA6jeWFPBXhUjh5,72
345,46,Mean Woman Blues,Roy Orbison,None,1963,0xeSDTXE4yc7AyF5pleSe5,32
346,47,South Street,The Orlons,None,1963,2yoTFqvgtJgEK68lfUC9Kp,24
347,48,Days of Wine and Roses,Henry Mancini,None,1963,2sWRC12vYVTHjdTD2WOE4v,31
348,49,The Monkey Time,Major Lance,None,1963,6FR1i5g41rMtTSoCK6wQZc,30
349,50,Candy Girl,The Four Seasons,None,1963,4AFLFG6pyvhBLC37FbDwc2,36
350,51,Still,Bill Anderson,None,1963,0Q7eey8NSPQEQ3ol75UAAx,46
351,52,Blue on Blue,Bobby Vinton,None,1963,5n6zROqnqMtYXfQ2vazEaz,37
352,53,Cry Baby,Garnet Mimms,the Enchanters,1963,6BiQOxPWVZvum3BZ2Bd4a7,39
353,54,Two Faces Have I,Lou Christie,None,1963,1cpguRdD11njLNH2ZeWygE,36
354,55,Busted,Ray Charles,None,1963,3YSviAGEU8lslBKSNkc2Z3,9
355,56,Da Doo Ron Ron,The Crystals,None,1963,0fonScmHUzC0MglSLn9saA,56
356,57,Foolish Little Girl,The Shirelles,None,1963,093adSf9ll30BEpggrfask,40
357,58,Memphis,Lonnie Mack,None,1963,5ci1SmCBwodTJrq5zeW4fp,27
358,59,In Dreams,Roy Orbison,None,1963,5YsyqcewwE0c1ukzHVciS3,59
359,60,More,Kai Winding,None,1963,05f3cqpj6Mf5EU0xiVLA4e,27
360,61,Fools Rush In,Rick Nelson,None,1963,3jkcKJnxkPwx2aYSQ7D0Wp,41
361,62,Losing You,Brenda Lee,None,1963,78HTdAIfx2UBmFWZN4s7A6,51
362,63,Our Winter Love,Bill Pursell,None,1963,66HiDLgn9SEfdfLPFHWxuZ,22
363,64,I Wanna Be Around,Tony Bennett,None,1963,1smChL3Aq1U9DZA83LuDtp,39
364,65,You've Really Got a Hold on Me,The Miracles,None,1963,7wLRmjiDYI6flIVzboUqSV,59
365,66,Sally Go 'Round the Roses,The Jaynetts,None,1963,31s2mbxcx4LX1EtZg1fUvA,37
366,67,Little Red Rooster,Sam Cooke,None,1963,1msykqPE0qoZig4nb9khI0,41
367,68,Then He Kissed Me,The Crystals,None,1963,5usNPz6U1acDrkUYekGYDY,59
368,69,(You're the) Devil in Disguise,Elvis Presley,None,1963,0D1pEisM3QkiacGXJe5dmd,66
369,70,Those Lazy-Hazy-Crazy Days of Summer,Nat King Cole,None,1963,0ItlbY5mHDSYQd3SOgAlZu,52
370,71,Baby Workout,Jackie Wilson,None,1963,4c9g1LMBE6RMxmI9DcxlQw,35
371,72,Pride and Joy,Marvin Gaye,None,1963,7yvOPcquZRqoIxk14gkaMk,33
372,73,Walking the Dog,Rufus Thomas,None,1963,602rnDrA59nfIEcX5Qrlcx,34
373,74,From a Jack to a King,Ned Miller,None,1963,0tGvjiddWph1hYUbdZ7u6Q,32
374,75,Up on the Roof,The Drifters,None,1963,2806jBTs12WAfzFImSxJzL,53
375,76,What Will Mary Say,Johnny Mathis,None,1963,6zYmF5WIfsj6wU8l1cOFYH,22
376,77,Mama Didn't Lie,Jan Bradley,None,1963,3kxeWFs0yCmoC5oqOsEmoy,25
377,78,The Night Has a Thousand Eyes,Bobby Vee,None,1963,7oeacNYuOm66e6QcIxsksw,47
378,79,Don't Say Nothin' Bad (About My Baby),The Cookies,None,1963,5QV1ERhFeYKZfK1Y99gYG6,24
379,80,Ring of Fire,Johnny Cash,None,1963,6YffUZJ2R06kyxyK6onezL,73
380,81,Just One Look,Doris Troy,None,1963,154uJXAUVoqvV5on0w03a0,53
381,82,"Hello Muddah, Hello Fadduh (A Letter from Camp)",Allan Sherman,None,1963,1WvcgDbT79xeAa7Mv0klkK,22
382,83,Judy's Turn to Cry,Lesley Gore,None,1963,5Vb0SgInHwS0tq46dApdBY,39
383,84,"Tie Me Kangaroo Down, Sport",Rolf Harris,None,1963,10maCTtDF9d49etMTnA45B,30
384,85,Mickey's Monkey,The Miracles,None,1963,28ODIjaThE6hBOUAAl7y3W,29
385,86,Donna the Prima Donna,Dion,None,1963,2RluieXkKFnU1VrJfHPRlc,41
386,87,"That Sunday, That Summer",Nat King Cole,None,1963,3SWIQx1j5erTiT9IXcaRNH,30
387,88,Another Saturday Night,Sam Cooke,None,1963,5z8DiKSG4EwxmO6gUi12rZ,59
388,89,"Painted, Tainted Rose",Al Martino,None,1963,5f4LwMkyw5ldc4TCrvDoy6,13
389,90,(Down At) Papa Joe's,Dixie Belles,None,1963,4nMHxAPUbpFyIroLkRsm0A,13
390,91,Go Away Little Girl,Steve Lawrence,None,1963,5ewcbH8HRUcbDD0UsXa9by,45
391,92,Take These Chains from My Heart,Ray Charles,None,1963,3FQWctzZxGRaIbzX6YDNPB,43
392,93,Talk to Me,Sunny,the Sunglows,1963,43Tf5c7fcBIvuuCSBODKkA,26
393,94,Come and Get These Memories,Martha,the Vandellas,1963,5gwvsIrTVL4F76tn9xEhQ3,35
394,95,Bossa Nova Baby,Elvis Presley,None,1963,22Z6ClJxSRovjPiswfCg3V,44
395,96,Do the Bird,Dee Dee Sharp,None,1963,1BSiYIjfWrSKiCnxJu2RwG,22
396,97,Shut Down,The Beach Boys,None,1963,2moq838vdmPDMR72OOhLCT,33
397,98,One Fine Day,The Chiffons,None,1963,6vcG9EgeqJUSmmF65lxUm6,61
398,99,500 Miles,Bobby Bare,None,1963,44AauRai27QWKEx4dKn0oU,51
399,100,Little Town Flirt,Del Shannon,None,1963,3HTrH00YRZZWJ8C6cb12ea,36
400,1,I Want to Hold Your Hand,The Beatles,None,1964,4pbG9SUmWIvsROVLF0zF9s,74
401,2,She Loves You,The Beatles,None,1964,6nEkxYIEnrbYH7h1hJ8Xn6,69
402,3,"Hello, Dolly!",Louis Armstrong,None,1964,63kd4m3VFxcJjPVVtbVNAu,54
403,4,"Oh, Pretty Woman",Roy Orbison,None,1964,48i055G1OT5KxGGftwFxWy,75
404,5,I Get Around,The Beach Boys,None,1964,3v9xlH6BpmRbqL7hgNJhfT,67
405,6,Everybody Loves Somebody,Dean Martin,None,1964,5I9sHwLDX28tLtzVgKLtpr,65
406,7,My Guy,Mary Wells,None,1964,4591VqUIXysNlmI5NcAIUd,67
407,8,We'll Sing in the Sunshine,Gale Garnett,None,1964,3WYYzUlLrl4NVNeoKd7MnG,42
408,9,Last Kiss,J. Frank Wilson,the Cavaliers,1964,48obzdkQV1biEq8cPsGLys,43
409,10,Where Did Our Love Go,The Supremes,None,1964,69RH84na5iUNwrwxpgjC5j,67
410,11,People,Barbra Streisand,None,1964,0s7UEtczBGK68zYCi1y6W8,35
411,12,Java,Al Hirt,None,1964,5MdHvAvlmQJ3JHIvIK9uXz,41
412,13,A Hard Day's Night,The Beatles,None,1964,5J2CHimS7dWYMImCHkEFaJ,69
413,14,Love Me Do,The Beatles,None,1964,3VbGCXWRiouAq8VyMYN2MI,70
414,15,Do Wah Diddy Diddy,Manfred Mann,None,1964,69sEXPrKQ5PtCxel5csSXs,60
415,16,Please Please Me,The Beatles,None,1964,6EHuOufBeL6vk3TvVJB5qo,63
416,17,Dancing in the Street,Martha,the Vandellas,1964,6rLqjzGV5VMLDWEnuUqi8q,70
417,18,Little Children,Billy J. Kramer,The Dakotas,1964,4Ut93W00xLJxJKHzm3MP5L,0
418,19,Love Me with All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,None,1964,7F9PBz5Dqqe9gmM2n2g8yv,37
419,20,Under the Boardwalk,The Drifters,None,1964,65jrjEhWfAvysKfnojk1i0,69
420,21,Chapel of Love,The Dixie Cups,None,1964,4JchWgAG3RZmCLHcEGf9DZ,56
421,22,Suspicion,Terry Stafford,None,1964,17YtDVU9bUluyihdOKWfxu,45
422,23,Glad All Over,The Dave Clark Five,None,1964,2w8oMeJjXn1KTnU2fr9eFB,47
423,24,Rag Doll,The Four Seasons,None,1964,6kAROIu6CLVjulTqSPYmAP,45
424,25,Dawn (Go Away),The Four Seasons,None,1964,7tAwfqQWDA1dLKiLvn8EgH,41
425,26,Bread and Butter,The Newbeats,None,1964,4RJi2cYNOxfklHZZ7foR2y,48
426,27,It Hurts to Be in Love,Gene Pitney,None,1964,0Sr9pmp8QMts6l3kAunRrP,36
427,28,Dead Man's Curve,Jan,Dean,1964,2BPEPkeifa5LoOg2Cq9bkx,44
428,29,Come a Little Bit Closer,Jay,the Americans,1964,252YuUdUaC5OojaBU0H1CP,69
429,30,A World Without Love,Peter,Gordon,1964,1A0j6qANKHgk7VZ6uvYO06,44
430,31,Have I the Right?,The Honeycombs,None,1964,3DzwsdqmeL60taVeshJ8WP,45
431,32,Don't Let the Rain Come Down (Crooked Little Man),The Serendipity Singers,None,1964,43tXphvUlXym54Z0cg1rjd,22
432,33,Baby Love,The Supremes,None,1964,5uES1C2NgkdrNHiCwf9jRr,70
433,34,Let It Be Me,Betty Everett,Jerry Butler,1964,4rmB4N9wNLiq18OT40mZvd,5
434,35,Wishin' and Hopin',Dusty Springfield,None,1964,1UBcwKIAUHo7BYAvae6yeA,47
435,36,You Don't Own Me,Lesley Gore,None,1964,7ngRS53kqxLcEt9Pythc5d,64
436,37,Walk On By,Dionne Warwick,None,1964,3xsOtNxtBW0oTI1OWKAzTm,63
437,38,The House of the Rising Sun,The Animals,None,1964,7BY005dacJkbO6EPiOh2wb,71
438,39,G.T.O.,Ronny,the Daytonas,1964,5GvVxxwieOVIlZaCU9bG0R,41
439,40,Twist and Shout,The Beatles,None,1964,5ZBeML7Lf3FMEVviTyvi8l,76
440,41,Memphis,Johnny Rivers,None,1964,5QqdnAVnNCfWp9CZ3pi5a0,44
441,42,White on White,Danny Williams,None,1964,4GwosqCFTn7RKfyPgy3kWW,25
442,43,Hey Little Cobra,The Rip Chords,None,1964,5LV5LgYnApxTF0BoZ3cDye,32
443,44,The Shoop Shoop Song (It's in His Kiss),Betty Everett,None,1964,3qoNRhQuqbAG4uXrPx2aSk,49
444,45,Bits and Pieces,The Dave Clark Five,None,1964,3bMt6mpqpDiCRQ3poewMAo,39
445,46,My Boy Lollipop,Millie Small,None,1964,4yb9nJL8YatoQbz6YPB3hl,37
446,47,"Um, Um, Um, Um, Um, Um",Major Lance,None,1964,27FhNKYP8B0F3teHdcD5ob,37
447,48,The Little Old Lady from Pasadena,Jan,Dean,1964,4F2w3xgfaVJdCSAqDtJULv,47
448,49,Don't Let the Sun Catch You Crying,Gerry,the Pacemakers,1964,5WK2srLxBE7aCxg1Zt8GIe,48
449,50,A Summer Song,Chad,Jeremy,1964,5xM7bDmr2KUynKX6OfZufi,48
450,51,The Girl from Ipanema,Stan Getz,Astrud Gilberto,1964,5D9Psd43c2cidUu6RdkCu2,11
451,52,Can't Buy Me Love,The Beatles,None,1964,3EQBI1Fiv7z3QfqTeb9Tqk,5
452,53,Remember (Walking in the Sand),The Shangri-Las,None,1964,4oh1goAlAK5FjkzjacrGPu,25
453,54,C'mon and Swim,Bobby Freeman,None,1964,7LAMmINm2WrXyvFAD1iVnD,34
454,55,Do You Want to Know a Secret,The Beatles,None,1964,7Aobt67JnaF7qN8jCCKvHq,64
455,56,Keep On Pushing,The Impressions,None,1964,5mDEEfMs1fHTjoEffGvnvr,43
456,57,Baby I Need Your Loving,The Four Tops,None,1964,31CUzsUuvz1EhTbT6MfqDU,0
457,58,Navy Blue,Diane Renay,None,1964,11p8gGHiZ3zOJbU3CfFTiN,33
458,59,Diane,The Bachelors,None,1964,01QicLin8hNjIcUDuE0nRP,30
459,60,Out of Limits,The Marketts,None,1964,7xAJpAeopaV6rilu3iiwME,49
460,61,Little Honda,The Hondells,None,1964,1cGSH1k0A1WtCzpvdW5zuN,27
461,62,Chug-a-Lug,Roger Miller,None,1964,0mD2pnYVF8DB3oqtY5KM8h,50
462,63,See the Funny Little Clown,Bobby Goldsboro,None,1964,4QBAiXG5GqENph08jFmVmt,26
463,64,Because,The Dave Clark Five,None,1964,4IQ0Qa0xJ5ZgbzZ2jyrxC0,45
464,65,(Just Like) Romeo and Juliet,The Reflections,None,1964,7iSG8g8HVyGz8pgMD5cG6B,31
465,66,For You,Rick Nelson,None,1964,252BHYUYVNpJLYqIjQ75zY,27
466,67,Today,The New Christy Minstrels,None,1964,51LazY4piOq7dw5AARunow,38
467,68,Can't You See That She's Mine,The Dave Clark Five,None,1964,5AI0igDZhr8Au7Y4f3sczL,29
468,69,Leader of the Pack,The Shangri-Las,None,1964,6O5PIO5pAWxdoxvaUFQ02G,55
469,70,Funny How Time Slips Away,Joe Hinton,None,1964,5lZ3sezVWHTpmdVbHyMDBT,20
470,71,The Way You Do the Things You Do,The Temptations,None,1964,3496rr5XSGD6n1Z1OKXovb,65
471,72,Anyone Who Had a Heart,Dionne Warwick,None,1964,2BQZvZsA9SRafvWEBSQnri,43
472,73,I Love You More and More Every Day,Al Martino,None,1964,4I6OrFObPlJNl1bP2KZTjA,28
473,74,It's Over,Roy Orbison,None,1964,3HZMEIZY9Z6GdhPaG5bAK2,52
474,75,Ronnie,The Four Seasons,None,1964,0kfbQsz5j5ifJmtIn9LCeH,34
475,76,Surfin' Bird,The Trashmen,None,1964,7EjyzZcbLxW7PaaLua9Ksb,52
476,77,What Kind of Fool (Do You Think I Am),The Tams,None,1964,01IpNtCBRCrPj91rgARPl3,28
477,78,The Door Is Still Open to My Heart,Dean Martin,None,1964,45tNymiGXb2afxk7opDlmA,38
478,79,You Really Got Me,The Kinks,None,1964,29SyMC0plk6qw8NMF7lfRL,73
479,80,The Shelter of Your Arms,Sammy Davis Jr.,None,1964,1959PESdlKUTrT3Tx8wXkq,22
480,81,I'm So Proud,The Impressions,None,1964,3bq9YHKExHdNzMCublodNs,52
481,82,I Wanna Love Him So Bad,The Jelly Beans,None,1964,4lvd9RUYyT5BGG1URmeUJz,24
482,83,Dang Me,Roger Miller,None,1964,20iH1uibQIUqNFk3wzG7AG,51
483,84,Cotton Candy,Al Hirt,None,1964,6vOJGIYpiEgYh4Vjx47c4w,26
484,85,(You Don't Know) How Glad I Am,Nancy Wilson,None,1964,4YkN3JlceD5n2aMqL1kFnH,58
485,86,Money (That's What I Want),The Kingsmen,None,1964,4OncTbCLRRozq30FZfx2Tc,42
486,87,Don't Throw Your Love Away,The Searchers,None,1964,79JSK9KJq20yINUKx0feVz,40
487,88,Hi-Heel Sneakers,Tommy Tucker,None,1964,7GCqhk5tefqvhZpCrsimd1,35
488,89,How Do You Do It?,Gerry,the Pacemakers,1964,601a0vnyLYe7pzLKVjKSha,46
489,90,"Walk, Don't Run '64",The Ventures,None,1964,7lDboGMcLnBlmFipnaNOdC,20
490,91,Do You Love Me,The Dave Clark Five,None,1964,3qjl89Zx45QpRL0o6wTvDM,31
491,92,Shangri-La,Robert Maxwell,None,1964,4CIUnCovHwKniGIANzXgt2,32
492,93,Haunted House,Jumpin' Gene Simmons,None,1964,77dBhsboEbsoO8heaoHlJ8,27
493,94,Steal Away,Jimmy Hughes,None,1964,1tG3zCppK6MN013nd36B3E,41
494,95,I Saw Her Standing There,The Beatles,None,1964,3KiexfmhxHvG5IgAElmTkd,70
495,96,A Fool Never Learns,Andy Williams,None,1964,3749Oj8B23XIZMSPt27Oso,10
496,97,Bad to Me,Billy J. Kramer,The Dakotas,1964,5KITgZRmX2gNeQb1FgDXw4,8
497,98,There! I've Said It Again,Bobby Vinton,None,1964,6Scrggc1xNuIKYWdsftodj,29
498,99,Louie Louie,The Kingsmen,None,1964,0iA3xXSkSCiJywKyo1UKjQ,67
499,100,Needles and Pins,The Searchers,None,1964,0zABw1PtGYHsU4VDpDZsra,58
500,1,Wooly Bully,Sam the Sham,the Pharaohs,1965,0SRkuudTEWe2HOloI1Nssq,44
501,2,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,None,1965,6b6IMqP565TbtFFZg9iFf3,75
502,3,(I Can't Get No) Satisfaction,The Rolling Stones,None,1965,2PzU4IB8Dr6mxV3lHuaG34,79
503,4,You Were on My Mind,We Five,None,1965,36ckFm0oicmvX8bWEErIHd,43
504,5,You've Lost That Lovin' Feelin',The Righteous Brothers,None,1965,7GzisMgxLZgCi0Ed3yTw9y,27
505,6,Downtown,Petula Clark,None,1965,0ZQ6ckgerHYM5mOUxTl99Q,60
506,7,Help!,The Beatles,None,1965,7DD7eSuYSC5xk2ArU62esN,74
507,8,Can't You Hear My Heartbeat,Herman's Hermits,None,1965,2tUP1fuo8EdOVz3Bw9r7yu,37
508,9,Crying in the Chapel,Elvis Presley,None,1965,1Vzr9AOdHw65UHoK1Vuxls,53
509,10,My Girl,The Temptations,None,1965,745H5CctFr12Mo7cqa1BMH,80
510,11,"Help Me, Rhonda",The Beach Boys,None,1965,3haZcHm3HydDVxm3je3Zmg,54
511,12,King of the Road,Roger Miller,None,1965,3XG7bMVcMWLIn2k9jLAaAt,64
512,13,The Birds and the Bees,Jewel Akens,None,1965,1ku1Ld7gd76GPxOphoQiR6,36
513,14,"Hold Me, Thrill Me, Kiss Me",Mel Carter,None,1965,5XPwkZ7vNxeidpNLAkwtFp,51
514,15,Shotgun,Junior Walker,the All Stars,1965,6VzM9C7CXyn1BQdgTJVqDx,59
515,16,I Got You Babe,Sonny,Cher,1965,4SGBuq37Ol4HJr7pQqFMKa,67
516,17,This Diamond Ring,Gary Lewis,the Playboys,1965,44zDLad2CZrhWg2lg9nfuy,47
517,18,The 'In' Crowd,Ramsey Lewis Trio,None,1965,3l2pObHGPzGmgRWDlAbUJN,44
518,19,"Mrs. Brown, You've Got a Lovely Daughter",Herman's Hermits,None,1965,1GJCJpKYfzRUsYnSRy4Mfz,38
519,20,Stop! In the Name of Love,The Supremes,None,1965,52FlwUMMDnTK8TGkCag9Jd,66
520,21,Unchained Melody,The Righteous Brothers,None,1965,2qhASBzpbFhPRtrnZ5lLnz,75
521,22,Silhouettes,Herman's Hermits,None,1965,4JxKHEtoBlaw6GlJPJYQo8,34
522,23,I'll Never Find Another You,The Seekers,None,1965,6sm028EoGuUbVnzC6pDaNx,16
523,24,Cara Mia,Jay,the Americans,1965,6kOGvRl0ie97TShrk210ON,46
524,25,Mr. Tambourine Man,The Byrds,None,1965,2HCaIYjkvWSZzaSKUoOh3d,65
525,26,Cast Your Fate to the Wind,Sounds Orchestral,None,1965,38KTIenSEnoGNGLUrYdFLV,31
526,27,"Yes, I'm Ready",Barbara Mason,None,1965,2gZpW5pTZkimGG98loFSl2,54
527,28,What's New Pussycat?,Tom Jones,None,1965,4HjwGX3pJKJTeOSDpT6GCo,53
528,29,Eve of Destruction,Barry McGuire,None,1965,1Zi2ezNOqt9y9irC11xYpN,60
529,30,Hang On Sloopy,The McCoys,None,1965,0i7O5MtSTXvR4BEY7stpjF,57
530,31,Ticket to Ride,The Beatles,None,1965,7CZiDzGVjUssMSOXrDNYHL,67
531,32,Red Roses for a Blue Lady,Bert Kaempfert,None,1965,4GXXOBUEpCr58TFHIkLrZ0,56
532,33,Papa's Got a Brand New Bag,James Brown,None,1965,6v4gV9s0pnwKbmF1yk5knO,52
533,34,Game of Love,Wayne Fontana,The Mindbenders,1965,0jUfBCWrfrZGueD8MjvgMo,46
534,35,The Name Game,Shirley Ellis,None,1965,1wQjtqCtUqvaV6CjPKIGdc,35
535,36,I Know a Place,Petula Clark,None,1965,4rbYdWpcjXi02Tm3hvmYlh,34
536,37,Back in My Arms Again,The Supremes,None,1965,2WjW8DjQru6Ic4KvYDqLys,48
537,38,Baby I'm Yours,Barbara Lewis,None,1965,5GInJChhrHyXmwb4tQFJJG,49
538,39,The Jolly Green Giant,The Kingsmen,None,1965,7EsyuIBXcGcEWGdkZMAIJi,0
539,40,"Hush, Hush, Sweet Charlotte",Patti Page,None,1965,7piKtR55k2SsnV7I01ncNI,32
540,41,Like a Rolling Stone,Bob Dylan,None,1965,3AhXZa8sUQht0UEdBJgpGc,76
541,42,I'm Telling You Now,Freddie,the Dreamers,1965,3qC08srhXBJ6DEQ7CwPMB0,35
542,43,Ferry Cross the Mersey,Gerry,the Pacemakers,1965,3NFScsiDPfCzKgQQUL0674,59
543,44,Just Once in My Life,The Righteous Brothers,None,1965,3Qg7WE98qRezh4Jq9fCKr8,36
544,45,The Seventh Son,Johnny Rivers,None,1965,59RkCJ1LeyY83HvlAcVuYa,26
545,46,"I'm Henry the Eighth, I Am",Herman's Hermits,None,1965,17Y2hiIwBPHq8cqpV5kEOa,1
546,47,A Walk in the Black Forest,Horst Jankowski,None,1965,3msjvrkCvIzUNJHULcAafN,37
547,48,For Your Love,The Yardbirds,None,1965,6o21UfW2RHkzzleZGLfFpK,59
548,49,California Girls,The Beach Boys,None,1965,6bJuuCtXYiwOcKT9s8uRh8,59
549,50,Go Now,The Moody Blues,None,1965,0LXCH2FepNHonEtz61tenS,50
550,51,Goldfinger,Shirley Bassey,None,1965,7r0EUONfPUZ8SD1vu4ro27,45
