,rank,title,artist,other artists,year,Spotify id,Popularity
4315,15,All I Have,Jennifer Lopez,LL Cool J,2003,3kgutGd839IOYRl6ekeq6V,58
4316,16,Beautiful,Christina Aguilera,None,2003,3TCauNPqFiniaYHBvEVoHG,73
4317,17,I Know What You Want,Busta Rhymes,Mariah Carey,2003,0YImOCkIJ2PWhCXaURCZnY,70
4318,18,I'm with You,Avril Lavigne,None,2003,1jlG3KJ3gdYmhfuySFfpO1,72
4319,19,Drift Away,Uncle Kracker,Dobie Gray,2003,0RFgvrhkf9FiDRLA0BhzpZ,72
4320,20,Magic Stick,Lil' Kim,50 Cent,2003,0aULRU35N9kTj6O1xMULRR,57
4321,21,P.I.M.P.,50 Cent,None,2003,2D1hlMwWWXpkc3CZJ5U351,67
4322,22,"Bump, Bump, Bump",B2K,P. Diddy,2003,74jMwg2zsFMICzW3Wems6h,64
4323,23,Into You,Fabolous,Tamia,2003,0yHConG49418wPs8UfAt44,69
4324,24,Can't Let You Go,Fabolous,Lil' Mo,2003,6lrRIfQDcikJ5y5DtyZPuJ,64
4325,25,Mesmerize,Ja Rule,Ashanti,2003,2iclfHORMqpR3TxuhwVRhD,66
4326,26,Where Is the Love?,Black Eyed Peas,None,2003,3CNqo3gYrfexdrtjFmC9he,74
4327,27,The Game of Love,Santana,Michelle Branch,2003,41IShViF79gmulEkIHAjcb,62
4328,28,Lose Yourself,Eminem,None,2003,5Z01UMMf7V1o0MzF86s6WJ,78
4329,29,Rock wit U (Awww Baby),Ashanti,None,2003,6pWzCKTrKrwbUPzY8RLCoP,67
4330,30,Cry Me a River,Justin Timberlake,None,2003,7Lf7oSEVdzZqTA0kEDSlS5,76
4331,31,How You Gonna Act Like That,Tyrese,None,2003,3OUApyz3jDB3syGUNGqB1d,62
4332,32,Rock Your Body,Justin Timberlake,None,2003,1AWQoqb9bSvzTjaLralEkT,74
4333,33,No Letting Go,Wayne Wonder,None,2003,5dWfl2PBpKHpBVdz95wxK1,64
4334,34,Frontin',Pharrell,Jay,2003,0iFOG4Ki9aDmJUYUFHQlPG,67
4335,35,Landslide,Dixie Chicks,None,2003,38wTBBl2xMxaSP67S5cin3,17
4336,36,Work It,Missy Elliott,None,2003,3jagJCUbdqhDSPuxP8cAqF,71
4337,37,'03 Bonnie & Clyde,Jay-Z,BeyoncÃ©,2003,5ljCWsDlSyJ41kwqym2ORw,67
4338,38,Don't Mess with My Man,Nivea,Jagged Edge,2003,39YovPslPCXbFYhlYjsZ2Y,63
4339,39,So Gone,Monica,None,2003,6BIcjFZIVDZxNAcofRFPx4,68
4340,40,Air Force Ones,Nelly,St. Lunatics,2003,7kAFSrTIOiVZ0gnHBuAH3l,63
4341,41,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,None,2003,1AjQE5MtP5jHQMyDepbvLI,61
4342,42,Beautiful,Snoop Dogg,Pharrell,2003,4675yUu8AUbE72T94BkLCD,66
4343,43,Gossip Folks,Missy Elliott,Ludacris,2003,75DjPjiIp2fvJDjtt41Jfs,57
4344,44,Miss Independent,Kelly Clarkson,None,2003,2CZi8d774dBB0wiuWMIpr8,58
4345,45,Calling All Angels,Train,None,2003,0E29BKKGCJHcb7b9oIWgGB,60
4346,46,Damn!,YoungBloodZ,Lil Jon,2003,5TpaWJKnuyA4MjzAbFXSTQ,56
4347,47,This Is the Night,Clay Aiken,None,2003,2xnVdRMaQBkRfZyefKC2ec,22
4348,48,Your Body Is a Wonderland,John Mayer,None,2003,7vFv0yFGMJW3qVXbAd9BK9,77
4349,49,Headstrong,Trapt,None,2003,1AEYT6VxrxXPMoQUxsY0E4,75
4350,50,In Those Jeans,Ginuwine,None,2003,5ojJNnX5ND2gMGojPd3NiO,63
4351,51,Stand Up,Ludacris,Shawnna,2003,2CtCwQhY0ZLvr8L2l8Bo6e,58
4352,52,The Remedy (I Won't Worry),Jason Mraz,None,2003,4tK4ARuilOrBzwVQK73E0Y,61
4353,53,Why Don't You & I,Santana,Alex Band,2003,43LdgobPlcCc5g9Kmactvy,55
4354,54,Excuse Me Miss,Jay-Z,None,2003,0ZHu7jkSSrT0eK4OxuG4O5,59
4355,55,Jenny from the Block,Jennifer Lopez,Jadakiss,2003,45BWoAVKPweZTPWzzFetSD,46
4356,56,Are You Happy Now?,Michelle Branch,None,2003,5B7XIcS5T76NJZFOHX30Io,51
4357,57,Forever and for Always,Shania Twain,None,2003,5eQtR62IZ8P8qZM2pSD9Ip,51
4358,58,I Can,Nas,None,2003,0DcrhZ12WcCqruCs8ibXSf,68
4359,59,Underneath It All,No Doubt,Lady Saw,2003,6fR6Z0Vc1K6yQWNUIKjAIR,60
4360,60,If You're Not the One,Daniel Bedingfield,None,2003,4gJoAvFpDvaeqm2EKYGmhb,53
4361,61,Thoia Thoing,R. Kelly,None,2003,5uj2AfrbHQREGXVxhqhvyU,38
4362,62,Here Without You,3 Doors Down,None,2003,3NLrRZoMF0Lx6zTlYqeIo4,77
4363,63,Wanksta,50 Cent,None,2003,6rpNe6gSkmiYW6BfSFATi5,54
4364,64,My Love Is Like...Wo,MÃ½a,None,2003,3Gamc2D6VSlXpUcmhPUFYt,54
4365,65,It's Five O'Clock Somewhere,Alan Jackson,Jimmy Buffett,2003,5oHHMDcVOmPSFrCgdbHPdb,67
4366,66,Like Glue,Sean Paul,None,2003,6pbCkvCENw0suVGr4Ckkae,64
4367,67,Can't Hold Us Down,Christina Aguilera,Lil' Kim,2003,0cv1Mnb47oMvjVKMc2cyZw,63
4368,68,My Front Porch Looking In,Lonestar,None,2003,2CVJECHIdpe8otFH0XFI4F,56
4369,69,Angel,Amanda Perez,None,2003,7DSfv2r0Km90N97qlRTxou,53
4370,70,She Hates Me,Puddle of Mudd,None,2003,16DhvbuyvJob4Q9GHNYu2n,72
4371,71,Don't Wanna Try,Frankie J,None,2003,1XE1UGRpvvkaFEeqe1OJpw,52
4372,72,The Jump Off,Lil' Kim,Mr. Cheeks,2003,6UZS3KgNc0NF13bbtQTzD6,56
4373,73,Intuition,Jewel,None,2003,0sYalxPCX8OcwdYZcFzRgN,47
4374,74,Hell Yeah,Ginuwine,Baby,2003,5DLkPmyenHS2uJclC8nPCA,25
4375,75,Beer for My Horses,Toby Keith,Willie Nelson,2003,7E2DqvnVtbIrFrL5X6YH9Q,69
4376,76,Holidae In,Chingy,Ludacris,2003,0FmCLEHfINGqwlyzvklNqy,62
4377,77,Suga Suga,Baby Bash,Frankie J,2003,6Nq5lE0CeOAAAqN4qhkbZU,77
4378,78,Love of My Life (An Ode to Hip-Hop),Erykah Badu,Common,2003,0ieS2bue78yadTdPiyzsaO,51
4379,79,Fighter,Christina Aguilera,None,2003,7nXq1vaZiz7PdbfojpPjW5,70
4380,80,Thugz Mansion,2Pac,None,2003,3eBBbAEBQdr6tkUUd8gyuQ,64
4381,81,Clocks,Coldplay,None,2003,0BCPKOYdS2jbQ8iyB56Zns,79
4382,82,Put That Woman First,Jaheim,None,2003,3OQu3z3okKVmWxSXTTHak5,58
4383,83,Rain on Me,Ashanti,None,2003,1YZBMqN8kHaaRPXpQTC3kb,52
4384,84,19 Somethin',Mark Wills,None,2003,0ElpjZyX8YBiXuYcDC1Ci9,61
4385,85,"Can't Stop, Won't Stop",Young Gunz,None,2003,1kgDlypHy9hCvCxeoCtd7X,45
4386,86,Red Dirt Road,Brooks,Dunn,2003,3EZzghqykkfOB0Z8d0kTSt,66
4387,87,What Was I Thinkin',Dierks Bentley,None,2003,0r8iDf65NHgFgZOGLwj5r8,69
4388,88,Flying Without Wings,Ruben Studdard,None,2003,4vzYcDxBXAUPYDUna4BVeE,38
4389,89,Sing for the Moment,Eminem,None,2003,3CpoeW0cZSDzIRv5z34F87,73
4390,90,Have You Forgotten?,Darryl Worley,None,2003,5JWuz7zukN8z9JLNm29U5K,52
4391,91,"No Shoes, No Shirt, No Problems",Kenny Chesney,None,2003,208bYsadJ56km31IENM2qS,60
4392,92,Come Over,Aaliyah,None,2003,583aiqWlHXeSGDC606QZOg,9
4393,93,Sick of Being Lonely,Field Mob,None,2003,0rBzABScu9c6D1Juislm2z,51
4394,94,Step in the Name of Love,R. Kelly,None,2003,7lrAsaTw9CTh5uSr0fvHOd,49
4395,95,I Want You,ThalÃ­a,Fat Joe,2003,1HCPjfa02m5JwcO37LHfYb,53
4396,96,Like a Stone,Audioslave,None,2003,3YuaBvuZqcwN3CEAyyoaei,78
4397,97,Don't Know Why,Norah Jones,None,2003,6ybViy2qrO9sIi41EgRJgx,75
4398,98,Superman,Eminem,None,2003,4woTEX1wYOTGDqNXuavlRC,74
4399,99,Real Good Man,Tim McGraw,None,2003,4ns2xaym21aBOOUN1vaBPJ,56
4400,100,Say Yes,Floetry,None,2003,2fE4MbwX3QGMzNaMjGVhtw,61
4401,1,Yeah!,Usher,Lil Jon,2004,5rb9QrpfcKFHM1EUbSIurX,84
4402,2,Burn,Usher,None,2004,7z3N2W7Xz1t2G2sAO8wFVH,70
4403,3,If I Ain't Got You,Alicia Keys,None,2004,3XVBdLihbNbxUwZosxcGuJ,81
4404,4,This Love,Maroon 5,None,2004,6ECp64rv50XVz93WvxXMGF,81
4405,5,The Way You Move,OutKast,Sleepy Brown,2004,5z7mYFfhw6N6f23VwrokJD,67
4406,6,The Reason,Hoobastank,None,2004,77loZpT5Y5PRP1S451P9Yz,81
4407,7,I Don't Wanna Know,Mario Winans,Enya,2004,2yr2HnFYl7XvqJk4fXoQBt,69
4408,8,Hey Ya!,OutKast,None,2004,2PpruBYCo4H7WOBJ7Q2EwM,81
4409,9,Goodies,Ciara,Petey Pablo,2004,3dFwpxh2yH7C7p9BGEKLVB,68
4410,10,Lean Back,Terror Squad,Fat Joe,2004,2Ozc0me9PV5vlt8cokwdvI,67
4411,11,Tipsy,J-Kwon,None,2004,0jSMveIWvnhDIvzqN74Uc7,65
4412,12,Confessions Part II,Usher,None,2004,7wBThXx7BGZHJJ3aN3OPvv,69
4413,13,Slow Motion,Juvenile,Soulja Slim,2004,6ihObRBTB8xdSH2mlERtOX,66
4414,14,Freek-a-Leek,Petey Pablo,None,2004,4MeDnO5yA2Zi6IMlVApRci,66
4415,15,Here Without You,3 Doors Down,None,2004,3NLrRZoMF0Lx6zTlYqeIo4,77
4416,16,Slow Jamz,Twista,Kanye West,2004,3A4cpTBPaIQdtPFb5JxtaX,68
4417,17,Someday,Nickelback,None,2004,4PkJ7c9y1CwpuVOiJODnCZ,71
4418,18,Naughty Girl,BeyoncÃ©,None,2004,0YGQ3hZcRLC5YX7o0hdmHg,64
4419,19,My Immortal,Evanescence,None,2004,4UzVcXufOhGUwF56HT7b8M,76
4420,20,Sunshine,Lil' Flip,Lea,2004,4s0o8TJHfX9LLHa0umnOzT,63
4421,21,Dirt Off Your Shoulder,Jay-Z,None,2004,3IrkbGQCoEPAkzJ0Tkv8nm,61
4422,22,Move Ya Body,Nina Sky,None,2004,2ndnVdR8si7CW9T8vJRHyW,68
4423,23,Dip It Low,Christina Milian,None,2004,4L55p6txv9vuCWhpNnY6eY,56
4424,24,My Boo,Usher,Alicia Keys,2004,68vgtRHr7iZHpzGpon6Jlo,83
4425,25,One Call Away,Chingy,J,2004,0UNTBB02C1aB55Fu4H63qd,62
4426,26,"Me, Myself and I",BeyoncÃ©,None,2004,6XsT5UGfpaFeHQf5LRIy4W,67
4427,27,Turn Me On,Kevin Lyttle,None,2004,0RmXtDH1cBMGImRrmn5xL6,67
4428,28,The First Cut Is the Deepest,Sheryl Crow,None,2004,7gN24J8E0pR3G2nsbhkcjw,49
4429,29,You Don't Know My Name,Alicia Keys,None,2004,6LGwYMXXgURfaequXipzHx,63
4430,30,My Place,Nelly,Jaheim,2004,1NAyvpW70a9lxY0YlLWFV4,60
4431,31,Overnight Celebrity,Twista,None,2004,2tOZtdbkAMQASWokLvSlzj,66
4432,32,Hotel,Cassidy,R. Kelly,2004,2do7t1NMxLTgblFuCvn7H7,32
4433,33,Numb,Linkin Park,None,2004,2nLtzopw4rPReszdYBJU6h,83
4434,34,Diary,Alicia Keys,Tony! Toni! TonÃ©!,2004,5dxHF4lrDimKqnI3GaZUmC,58
4435,35,She Will Be Loved,Maroon 5,None,2004,4llK75pXNWZz6KAho2Gp16,81
4436,36,White Flag,Dido,None,2004,3adnLFXKO5rC1lhUNSeg3N,56
4437,37,Heaven,Los Lonely Boys,None,2004,1XcUn5PE9d42zWamWgRG2x,59
4438,38,It's My Life,No Doubt,None,2004,2fOxxLz9JVe53itq6pfBak,59
4439,39,Pieces of Me,Ashlee Simpson,None,2004,7yXibbAYi4to5oQTeO738f,57
4440,40,Leave (Get Out),JoJo,None,2004,6nIcGJK6Pj1ThzC6r8O8hA,64
4441,41,Milkshake,Kelis,None,2004,2s0ouHqJebHfiQ6C1GUFJd,57
4442,42,Splash Waterfalls,Ludacris,None,2004,2T8hXV9LUZMDBKR5RALGEa,52
4443,43,Jesus Walks,Kanye West,None,2004,5g1vtHqi9uV7xtYeCcFOBx,70
4444,44,Locked Up,Akon,Styles P,2004,0YUrjFy4qFKOO5NhM9tYdV,57
4445,45,Stand Up,Ludacris,Shawnna,2004,2CtCwQhY0ZLvr8L2l8Bo6e,58
4446,46,Suga Suga,Baby Bash,Frankie J,2004,6Nq5lE0CeOAAAqN4qhkbZU,77
4447,47,All Falls Down,Kanye West,Syleena Johnson,2004,5SkRLpaGtvYPhw02vZhQQ9,74
4448,48,Toxic,Britney Spears,None,2004,6I9VzXrHxO9rA9A5euc8Ak,82
4449,49,Salt Shaker,Ying Yang Twins,Lil Jon,2004,4Kd0FzFpOgIGxlBl4HXuFn,63
4450,50,With You,Jessica Simpson,None,2004,7pNJ1T9TGbVbNHKaLhhPri,59
4451,51,Meant to Live,Switchfoot,None,2004,2md2i5QvelRFnafpnd6LOg,61
4452,52,I Like That,Houston,Chingy,2004,4MMqj7HaLL8BphbBZnlsdq,57
4453,53,Sorry 2004,Ruben Studdard,None,2004,2u34ZVPVlr7hfN7vDr1512,43
4454,54,My Happy Ending,Avril Lavigne,None,2004,6sqNctd7MlJoKDOxPVCAvU,70
4455,55,On Fire,Lloyd Banks,None,2004,0B2ZuTLZnWQ6gz8RlNwBu1,59
4456,56,Roses,Outkast,None,2004,6bUNEbXT7HovLW6BgPCBsb,73
4457,57,Walked Outta Heaven,Jagged Edge,None,2004,06ZDLodo1UDVavc3MXREZ3,56
4458,58,Lose My Breath,Destiny's Child,None,2004,4dvQg9sD8k9y4qiEURuj8v,58
4459,59,My Band,D12,None,2004,4XHQyvbrBsQaaBUW1VvmsL,72
4460,60,I'm Still in Love with You,Sean Paul,Sasha,2004,3MhdH8PxqH1FuQp3HBptUI,71
4461,61,Through the Wire,Kanye West,None,2004,4mmkhcEm1Ljy1U9nwtsxUo,70
4462,62,Why?,Jadakiss,None,2004,58LflM1owDAzQkYIL7ayCX,53
4463,63,Fuck It (I Don't Want You Back),Eamon,None,2004,1p5kC161fWMA2QlwV3Vi4W,67
4464,64,Read Your Mind,Avant,Snoop Dogg,2004,6cR1U61DMpYbS2TtNTlSvo,58
4465,65,Game Over (Flip),Lil' Flip,None,2004,79lmvU7Qmc8QpXilbSk37z,54
4466,66,One Thing,Finger Eleven,None,2004,2BepFzUWfczDk68DXj10w3,60
4467,67,Headsprung,LL Cool J,None,2004,1GIN41bLhiKeEPeC2vXH8i,58
4468,68,Damn!,YoungBloodZ,Lil Jon,2004,5TpaWJKnuyA4MjzAbFXSTQ,56
4469,69,Baby Boy,BeyoncÃ©,Sean Paul,2004,4WY3HyGXsWqjFRCVD6gnTe,67
4470,70,Get Low,Lil Jon,the East Side Boyz,2004,2ajUxpHW8NJWV6LnbhaZTI,31
4471,71,Drop It Like It's Hot,Snoop Dogg,Pharrell,2004,2NBQmPrOEEjA8VbeWOQGxO,69
4472,72,U Should've Known Better,Monica,None,2004,0EQuu6hyNACWI7LT7N5pRv,60
4473,73,On the Way Down,Ryan Cabrera,None,2004,1GwVi2ceNb8dMFA3DZGnnY,51
4474,74,Breakaway,Kelly Clarkson,None,2004,61Qhe2mHSLhUE04QeK4lkD,65
4475,75,Why Don't You & I,Santana,Alex Band,2004,43LdgobPlcCc5g9Kmactvy,55
4476,76,Are You Gonna Be My Girl,Jet,None,2004,305WCRhhS10XUcH6AEwZk6,77
4477,77,100 Years,Five for Fighting,None,2004,2lFlveK1y13WWp3vnQtrr3,66
4478,78,Step in the Name of Love,R. Kelly,None,2004,7lrAsaTw9CTh5uSr0fvHOd,49
4479,79,Breaking the Habit,Linkin Park,None,2004,6n8TMVyFKoUmDc4apxceRD,67
4480,80,Gigolo,Nick Cannon,R. Kelly,2004,1T1ZUKX4X87tVLaBGjwFv4,44
4481,81,Live Like You Were Dying,Tim McGraw,None,2004,7B1QliUMZv7gSTUGAfMRRD,68
4482,82,Remember When,Alan Jackson,None,2004,1nCSr7oGeUv7sUEoYuAJFF,64
4483,83,Everytime,Britney Spears,None,2004,0dRhSF9LV0HR8Jwd3MMMKJ,65
4484,84,Southside,Lloyd,Ashanti,2004,7lurcq2Yw96B1K0KOJAHxg,64
4485,85,Dude,Beenie Man,None,2004,746nPV2NXSoxW3imGpG8gk,55
4486,86,Wanna Get to Know You,G-Unit,Joe,2004,1dHJETCn2X1R1YwVlMvSza,64
4487,87,Holidae In,Chingy,Ludacris,2004,0FmCLEHfINGqwlyzvklNqy,62
4488,88,Let's Get It Started,The Black Eyed Peas,None,2004,6Pag4ElNe0Cfdn7kNmgzEH,0
4489,89,When the Sun Goes Down,Kenny Chesney,Uncle Kracker,2004,5vLonpxn4VN0A8GtQOBSG0,64
4490,90,American Soldier,Toby Keith,None,2004,0oVWPlnK5eAqnJCVB0FvpP,60
4491,91,Change Clothes,Jay-Z,None,2004,1xE7osYAtzz1PvLoVdOp5E,51
4492,92,Don't Tell Me,Avril Lavigne,None,2004,0dEQaNYfp5G7Sflek2Qnde,61
4493,93,You'll Think of Me,Keith Urban,None,2004,68Iw932AjRCDEPLIzpmOtF,48
4494,94,Happy People,R. Kelly,None,2004,266hoXlxTshUk4XsNQK5to,39
4495,95,Hey Mama,The Black Eyed Peas,None,2004,7DVHyTZHUgJM4XwMiAhNMp,0
4496,96,Over and Over,Nelly,Tim McGraw,2004,2b8QQqf8Vwb7bfz22ja8Fk,63
4497,97,Redneck Woman,Gretchen Wilson,None,2004,26bL4gSULWDgdIMX0pRFrG,63
4498,98,Just Lose It,Eminem,None,2004,0qcjuYtMWhBjXg0Xwt5SzS,68
4499,99,Letters from Home,John Michael Montgomery,None,2004,15cGdiAHmezm0P04jVAjMo,59
4500,100,I Go Back,Kenny Chesney,None,2004,57I7CUbXo4XlWuTVB8pXW6,59
4501,1,We Belong Together,Mariah Carey,None,2005,3LmvfNUQtglbTrydsdIqFU,71
4502,2,Hollaback Girl,Gwen Stefani,None,2005,0LzrhCZFXW94Y8nwtTuRlw,70
4503,3,Let Me Love You,Mario,None,2005,3ibKnFDaa3GhpPGlOUj7ff,77
4504,4,Since U Been Gone,Kelly Clarkson,None,2005,3xrn9i8zhNZsTtcoWgQEAd,74
4505,5,"1, 2 Step",Ciara,Missy Elliott,2005,7uKcScNXuO3MWw6LowBjW1,76
4506,6,Gold Digger,Kanye West,Jamie Foxx,2005,1PS1QMdUqOal0ai3Gt7sDQ,79
4507,7,Boulevard of Broken Dreams,Green Day,None,2005,5GorCbAP4aL0EJ16frG2hd,76
4508,8,Candy Shop,50 Cent,Olivia,2005,5D2mYZuzcgjpchVY1pmTPh,81
4509,9,Don't Cha,The Pussycat Dolls,Busta Rhymes,2005,1gZ7i4qxXkHZb1r6eioaAP,69
4510,10,Behind These Hazel Eyes,Kelly Clarkson,None,2005,0AKAxdNkwq9ZxRdW1DN9zW,61
4511,11,Disco Inferno,50 Cent,None,2005,69bHJ9qs5FrUJbKP8xU8uZ,71
4512,12,You and Me,Lifehouse,None,2005,0815caqt2Lytro5EIzMufT,78
4513,13,Don't Phunk with My Heart,The Black Eyed Peas,None,2005,4MtDnnAJ1AtWit10FRmZdW,57
4514,14,Lose Control,Missy Elliott,Ciara,2005,0UaMYEvWZi0ZqiDOoHU3YI,68
4515,15,Shake It Off,Mariah Carey,None,2005,4VKnkoNNM6yTb4cXXX3wqD,63
4516,16,Mr. Brightside,The Killers,None,2005,7oK9VyNzrYvRFo7nQEYkWN,77
4517,17,Just a Lil Bit,50 Cent,None,2005,4nva9EpKntUTs6CRSGBCn9,77
4518,18,Pon de Replay,Rihanna,None,2005,4TsmezEQVSZNNPv5RJ65Ov,80
4519,19,How We Do,The Game,50 Cent,2005,4dvObSfgu2fiKIxcZxTaPs,0
4520,20,Beverly Hills,Weezer,None,2005,1yKu2MhpwzDXXH2tzG6xoa,72
4521,21,Oh,Ciara,Ludacris,2005,7i7UIbm5E0DD7aSOYvwp2v,64
4522,22,Lonely No More,Rob Thomas,None,2005,4faFAhOflLzhfJECveRwva,58
4523,23,Drop It Like It's Hot,Snoop Dogg,Pharrell,2005,2NBQmPrOEEjA8VbeWOQGxO,69
4524,24,Hate It or Love It,The Game,50 Cent,2005,2wGSgTmgSF3xjRrHkTc25R,76
4525,25,Lovers & Friends,Lil Jon,Usher,2005,41PWz0hAiU9FqsmjR9Wh62,67
4526,26,Soldier,Destiny's Child,T.I.,2005,4FTOpNYcGxnQdGNWSxIcio,67
4527,27,Breakaway,Kelly Clarkson,None,2005,61Qhe2mHSLhUE04QeK4lkD,65
4528,28,Switch,Will Smith,None,2005,2bmxx16hNi3W5FGzfFO9xX,59
4529,29,Let Me Hold You,Bow Wow,Omarion,2005,1oNToERLIN71YCPLbRIQGQ,64
4530,30,Like You,Bow Wow,Ciara,2005,0aoOyPtOvWQs6BnGnbFUlj,35
4531,31,Rich Girl,Gwen Stefani,Eve,2005,2Y2q7PkD7lvuWr8YaZfWuv,64
4532,32,My Humps,The Black Eyed Peas,None,2005,0T6lVd2JSk7R803PfCXFJS,0
4533,33,Obsession (No Es Amor),Frankie J,Baby Bash,2005,6LpYKfPDviJJDWNDOrtnoA,36
4534,34,Caught Up,Usher,None,2005,5zdUc1JRCImBYcDWgvFNpE,64
4535,35,Listen to Your Heart,DHT,Edmee,2005,3GsNO25V5UZCIOBZIEZ8hx,28
4536,36,Scars,Papa Roach,None,2005,1UREw2MCfU0xwBzCAjxlUD,68
4537,37,Feel Good Inc.,Gorillaz,None,2005,0d28khcov6AiegSCpG5TuT,83
4538,38,Let Me Go,3 Doors Down,None,2005,0nNVR2iDM3eVzEgMi78vQm,55
4539,39,Holiday,Green Day,None,2005,0MsrWnxQZxPAcov7c74sSo,72
4540,40,"Sugar, We're Goin Down",Fall Out Boy,None,2005,2TfSHkHiFO4gRztVIkggkE,80
4541,41,Grind with Me,Pretty Ricky,None,2005,3B7i9OKRRmIsSBHEbJz58Y,67
4542,42,Run It!,Chris Brown,Juelz Santana,2005,7xYnUQigPoIDAMPVK79NEq,72
4543,43,Photograph,Nickelback,None,2005,3hb2ScEVkGchcAQqrPLP0R,70
4544,44,Lonely,Akon,None,2005,5QnM8r0kqFdM84k18aFE2V,62
4545,45,Collide,Howie Day,None,2005,6dwkFmLUz6hx2CZG2EqLol,67
4546,46,Wake Me Up When September Ends,Green Day,None,2005,3ZffCQKLFLUvYM59XKLbVm,78
4547,47,Slow Down,Bobby Valentino,None,2005,4Ilen0VxPEsVRLpnePji8P,68
4548,48,Over and Over,Nelly,Tim McGraw,2005,2b8QQqf8Vwb7bfz22ja8Fk,63
4549,49,Some Cut,Trillville,Cutty,2005,14sDzq0rM97u4wcWsD9ox7,11
4550,50,Get It Poppin',Fat Joe,Nelly,2005,3zdDxhDo5SycC7XSAPfdjv,47
4551,51,Play,David Banner,None,2005,5CWyE2OcZI1HVnHBh4RrKF,54
4552,52,Soul Survivor,Young Jeezy,Akon,2005,0Ss50OU9tCozI7JIywkv14,68
4553,53,Pimpin' All Over the World,Ludacris,Bobby Valentino,2005,6VixoRqnikN4QqegoKUSbH,57
4554,54,My Boo,Usher,Alicia Keys,2005,68vgtRHr7iZHpzGpon6Jlo,83
4555,55,Sugar (Gimme Some),Trick Daddy,Ludacris,2005,7x6SuiiH3fcrsAgfkp2OwQ,56
4556,56,Karma,Alicia Keys,None,2005,588RGyR1f4Plc8nm7SrdCa,54
4557,57,Speed of Sound,Coldplay,None,2005,7clUVcSOtkNWa58Gw5RfD4,71
4558,58,I Don't Want to Be,Gavin DeGraw,None,2005,4vl2zwXsTmAxgu9iY0g6UK,65
4559,59,Mockingbird,Eminem,None,2005,561jH07mF1jHuk7KlaeF0s,77
4560,60,La Tortura,Shakira,Alejandro Sanz,2005,5BSclXJTa9B0iURhUjZo50,74
4561,61,She Will Be Loved,Maroon 5,None,2005,4llK75pXNWZz6KAho2Gp16,81
4562,62,Baby I'm Back,Baby Bash,Akon,2005,6EfyEbyk4XjCisJz90V8Ki,56
4563,63,Wait (The Whisper Song),Ying Yang Twins,None,2005,5Y78yINSOCW6xbOfGWNBg4,61
4564,64,Incomplete,Backstreet Boys,None,2005,0CnD7Hiw6pae6rLsZw5q5W,65
4565,65,Bring Em Out,T.I.,None,2005,3CcvahnsiArpTHYQEWV2Au,64
4566,66,Cater 2 U,Destiny's Child,None,2005,6uYAPqxP69zfpCbsTHXgiz,62
4567,67,1 Thing,Amerie,None,2005,1mnqraQ8oV8MX92rdOFLWW,62
4568,68,Best of You,Foo Fighters,None,2005,5FZxsHWIvUsmSK1IAvm2pp,77
4569,69,It's Like That,Mariah Carey,Jermaine Dupri,2005,0sNY3XS9Tz1P957KZrQ6GZ,64
4570,70,Goin' Crazy,Natalie,None,2005,48JAAdtKgOQ4u4QRER6bJX,53
4571,71,Inside Your Heaven,Carrie Underwood,None,2005,25ry9EyyRsp1dDctlAclin,42
4572,72,Because of You,Kelly Clarkson,None,2005,3f3omU8n47Mqyab5nCaGyT,72
4573,73,Truth Is,Fantasia,None,2005,3QfsB9tPwAjMb5b9P7r3Z5,50
4574,74,Your Body,Pretty Ricky,None,2005,5y4TDQdYzlT4eoQIPOgNDz,61
4575,75,Beautiful Soul,Jesse McCartney,None,2005,1HwpWwa6bnqqRhK8agG4RS,75
4576,76,Cool,Gwen Stefani,None,2005,469RmLzEsicj8VSn9aIuKV,57
4577,77,Get Back,Ludacris,None,2005,3njpLvANriMsdv3dgADEad,60
4578,78,Outta Control,50 Cent,Mobb Deep,2005,7BKi4ZcyMBXeAvJ1OPxhdV,55
4579,79,U Don't Know Me,T.I.,None,2005,2SuMoyOaAVBg5AzfKyZaKV,54
4580,80,These Words,Natasha Bedingfield,None,2005,6QLU1GKy2Zh2mOh2uoJ0TV,65
4581,81,Don't Lie,The Black Eyed Peas,None,2005,6tp27J7xy18DQiQXut3GsF,64
4582,82,Get Right,Jennifer Lopez,None,2005,0rLzyBecRbTpnBWvMtPVFR,58
4583,83,Daughters,John Mayer,None,2005,5FPnjikbwlDMULCCCa6ZCJ,69
4584,84,As Good as I Once Was,Toby Keith,None,2005,7G6l2FtQyRhQgYgut2I6i8,70
4585,85,Girlfight,Brooke Valentine,Lil Jon,2005,0GkkiqqRdjqmRDrWfTdemH,43
4586,86,Lose My Breath,Destiny's Child,None,2005,4dvQg9sD8k9y4qiEURuj8v,58
4587,87,Ordinary People,John Legend,None,2005,2ZA4uMlSZjaoWGFqP1tsLI,69
4588,88,We Be Burnin',Sean Paul,None,2005,4kOTDj4SiZPkW1p96WMDNv,60
4589,89,Just the Girl,The Click Five,None,2005,1JURww012QnWAw0zZXi6Aa,62
4590,90,TRUE,Ryan Cabrera,None,2005,0jdeV5dSB3kUBRqe1xQJbh,66
4591,91,O,Omarion,None,2005,3gOBLrOvDovzHL4xBDQw0B,48
4592,92,Back Then,Mike Jones,None,2005,5krOROgmf8adn3SJzeKLZy,59
