,rank,title,artist,other artists,year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
4501,4,Since U Been Gone,Kelly Clarkson,None,2005,3xrn9i8zhNZsTtcoWgQEAd,74,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,188.96,4
4502,5,"1, 2 Step",Ciara,Missy Elliott,2005,7uKcScNXuO3MWw6LowBjW1,76,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203.787,4
4503,6,Gold Digger,Kanye West,Jamie Foxx,2005,1PS1QMdUqOal0ai3Gt7sDQ,79,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,207.627,4
4504,7,Boulevard of Broken Dreams,Green Day,None,2005,5GorCbAP4aL0EJ16frG2hd,76,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94E-05,0.0589,0.474,167.06,262.333,4
4505,8,Candy Shop,50 Cent,Olivia,2005,5D2mYZuzcgjpchVY1pmTPh,81,0.614,0.574,11,-7.961,1,0.466,0.0253,3.20E-05,0.38,0.755,125.173,209.107,5
4506,9,Don't Cha,The Pussycat Dolls,Busta Rhymes,2005,1gZ7i4qxXkHZb1r6eioaAP,69,0.877,0.637,1,-3.493,0,0.101,0.00516,2.50E-06,0.0959,0.569,119.988,272.08,4
4507,10,Behind These Hazel Eyes,Kelly Clarkson,None,2005,0AKAxdNkwq9ZxRdW1DN9zW,61,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198.973,4
4508,11,Disco Inferno,50 Cent,None,2005,69bHJ9qs5FrUJbKP8xU8uZ,71,0.925,0.659,3,-4.763,1,0.231,0.206,7.88E-05,0.279,0.71,97.018,214.227,4
4509,12,You and Me,Lifehouse,None,2005,0815caqt2Lytro5EIzMufT,78,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,195.493,3
4510,13,Don't Phunk with My Heart,The Black Eyed Peas,None,2005,4MtDnnAJ1AtWit10FRmZdW,57,0.689,0.929,5,-2.76,0,0.0608,0.00933,0,0.548,0.609,130.899,239.773,4
4511,14,Lose Control,Missy Elliott,Ciara,2005,0UaMYEvWZi0ZqiDOoHU3YI,68,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226.864,4
4512,15,Shake It Off,Mariah Carey,None,2005,4VKnkoNNM6yTb4cXXX3wqD,63,0.777,0.493,2,-6.516,1,0.126,0.181,0,0.108,0.82,134.086,232.84,4
4513,16,Mr. Brightside,The Killers,None,2005,7oK9VyNzrYvRFo7nQEYkWN,77,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222.587,4
4514,17,Just a Lil Bit,50 Cent,None,2005,4nva9EpKntUTs6CRSGBCn9,77,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237.707,4
4515,18,Pon de Replay,Rihanna,None,2005,4TsmezEQVSZNNPv5RJ65Ov,80,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246.96,4
4516,19,How We Do,The Game,50 Cent,2005,5zpRUOb6J84IPBtshq2RO0,39,0.863,0.667,4,-7.128,0,0.265,0.0444,0,0.0395,0.667,97.986,235.613,4
4517,20,Beverly Hills,Weezer,None,2005,1yKu2MhpwzDXXH2tzG6xoa,72,0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,196.093,4
4518,21,Oh,Ciara,Ludacris,2005,7i7UIbm5E0DD7aSOYvwp2v,64,0.8,0.496,7,-7.135,1,0.0506,0.000298,0,0.0697,0.357,128.29,256.347,4
4519,22,Lonely No More,Rob Thomas,None,2005,4faFAhOflLzhfJECveRwva,58,0.551,0.896,9,-3.152,0,0.109,0.033,0,0.0899,0.858,171.79,226.64,4
4520,23,Drop It Like It's Hot,Snoop Dogg,Pharrell,2005,2NBQmPrOEEjA8VbeWOQGxO,69,0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,91.979,266.067,4
4521,24,Hate It or Love It,The Game,50 Cent,2005,2wGSgTmgSF3xjRrHkTc25R,76,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,206.4,4
4522,25,Lovers & Friends,Lil Jon,Usher,2005,41PWz0hAiU9FqsmjR9Wh62,67,0.675,0.501,10,-6.183,1,0.22,0.0541,0,0.429,0.532,139.861,260.6,4
4523,26,Soldier,Destiny's Child,T.I.,2005,4FTOpNYcGxnQdGNWSxIcio,67,0.878,0.417,7,-6.799,1,0.361,0.0444,0,0.0833,0.904,77.49,325.573,4
4524,27,Breakaway,Kelly Clarkson,None,2005,61Qhe2mHSLhUE04QeK4lkD,65,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89E-06,0.0931,0.394,159.958,237,3
4525,28,Switch,Will Smith,None,2005,2bmxx16hNi3W5FGzfFO9xX,59,0.877,0.885,1,-4.966,1,0.17,0.007,0.000497,0.557,0.517,102.507,196.653,4
4526,29,Let Me Hold You,Bow Wow,Omarion,2005,1oNToERLIN71YCPLbRIQGQ,64,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,248.493,4
4527,30,Like You,Bow Wow,Ciara,2005,0aoOyPtOvWQs6BnGnbFUlj,35,0.6,0.597,6,-8.8,1,0.161,0.119,0,0.0772,0.474,81.752,204.693,4
4528,31,Rich Girl,Gwen Stefani,Eve,2005,2Y2q7PkD7lvuWr8YaZfWuv,64,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49E-05,0.206,0.722,98.018,236.213,4
4529,32,My Humps,The Black Eyed Peas,None,2005,19JdbdEwQI7bCxefMokZO8,67,0.801,0.682,1,-5.919,0,0.225,0.111,1.56E-05,0.109,0.586,123.95,326.96,4
4530,33,Obsession (No Es Amor),Frankie J,Baby Bash,2005,6LpYKfPDviJJDWNDOrtnoA,36,0.649,0.51,8,-8.329,1,0.0432,0.098,0,0.3,0.557,75.039,225.293,4
4531,34,Caught Up,Usher,None,2005,5zdUc1JRCImBYcDWgvFNpE,64,0.817,0.806,6,-4.606,1,0.0623,0.027,9.00E-06,0.119,0.805,110.086,224.64,4
4532,35,Listen to Your Heart,DHT,Edmee,2005,3GsNO25V5UZCIOBZIEZ8hx,28,0.647,0.971,11,-4.244,0,0.048,0.0351,5.48E-05,0.0798,0.283,145.026,211.107,3
4533,36,Scars,Papa Roach,None,2005,1UREw2MCfU0xwBzCAjxlUD,68,0.384,0.921,11,-3.334,1,0.055,0.0948,0,0.168,0.471,89.922,208.186,4
4534,37,Feel Good Inc.,Gorillaz,None,2005,0d28khcov6AiegSCpG5TuT,83,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222.64,4
4535,38,Let Me Go,3 Doors Down,None,2005,0nNVR2iDM3eVzEgMi78vQm,55,0.48,0.863,1,-4.914,0,0.0385,0.0181,0,0.111,0.491,91.972,243.053,4
4536,39,Holiday,Green Day,None,2005,0MsrWnxQZxPAcov7c74sSo,72,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55E-06,0.301,0.45,167.086,493.4,4
4537,40,"Sugar, We're Goin Down",Fall Out Boy,None,2005,2TfSHkHiFO4gRztVIkggkE,80,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,229.093,4
4538,41,Grind with Me,Pretty Ricky,None,2005,3B7i9OKRRmIsSBHEbJz58Y,67,0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.105,0.189,136.518,237.733,4
4539,42,Run It!,Chris Brown,Juelz Santana,2005,7xYnUQigPoIDAMPVK79NEq,72,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,229.867,4
4540,43,Photograph,Nickelback,None,2005,3hb2ScEVkGchcAQqrPLP0R,70,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,258.92,4
4541,44,Lonely,Akon,None,2005,5QnM8r0kqFdM84k18aFE2V,62,0.632,0.533,5,-7.873,0,0.0338,0.351,0,0.236,0.595,90.064,235.8,4
4542,45,Collide,Howie Day,None,2005,6dwkFmLUz6hx2CZG2EqLol,67,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35E-05,0.119,0.342,93.931,249.12,4
4543,46,Wake Me Up When September Ends,Green Day,None,2005,3ZffCQKLFLUvYM59XKLbVm,78,0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,285.653,4
4544,47,Slow Down,Bobby Valentino,None,2005,4Ilen0VxPEsVRLpnePji8P,68,0.568,0.732,11,-4.896,0,0.103,0.179,4.92E-06,0.401,0.626,186.048,258.667,4
4545,48,Over and Over,Nelly,Tim McGraw,2005,2b8QQqf8Vwb7bfz22ja8Fk,63,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37E-06,0.158,0.464,169.799,253.933,4
4546,49,Some Cut,Trillville,Cutty,2005,14sDzq0rM97u4wcWsD9ox7,11,0.857,0.544,1,-5.695,1,0.469,0.0202,0,0.128,0.48,140.173,331.213,4
4547,50,Get It Poppin',Fat Joe,Nelly,2005,3zdDxhDo5SycC7XSAPfdjv,47,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.0644,0.52,100.813,211.32,4
4548,51,Play,David Banner,None,2005,5CWyE2OcZI1HVnHBh4RrKF,54,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,230.133,4
4549,52,Soul Survivor,Young Jeezy,Akon,2005,0Ss50OU9tCozI7JIywkv14,68,0.682,0.483,10,-7.718,1,0.0451,0.00103,0,0.159,0.108,84.012,280.013,4
4550,53,Pimpin' All Over the World,Ludacris,Bobby Valentino,2005,6VixoRqnikN4QqegoKUSbH,57,0.495,0.883,11,-4.087,1,0.299,0.287,0,0.138,0.782,92.136,329.627,4
4551,54,My Boo,Usher,Alicia Keys,2005,68vgtRHr7iZHpzGpon6Jlo,83,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223.44,4
4552,55,Sugar (Gimme Some),Trick Daddy,Ludacris,2005,7x6SuiiH3fcrsAgfkp2OwQ,56,0.822,0.673,4,-6.141,0,0.228,0.144,0,0.323,0.85,120.02,245.107,4
4553,56,Karma,Alicia Keys,None,2005,588RGyR1f4Plc8nm7SrdCa,54,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0347,0.687,85.1,256,4
4554,57,Speed of Sound,Coldplay,None,2005,7clUVcSOtkNWa58Gw5RfD4,71,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287.907,4
4555,58,I Don't Want to Be,Gavin DeGraw,None,2005,4vl2zwXsTmAxgu9iY0g6UK,65,0.423,0.862,0,-5.13,0,0.0695,0.00791,0,0.133,0.462,154.746,217.76,4
4556,59,Mockingbird,Eminem,None,2005,561jH07mF1jHuk7KlaeF0s,77,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,250.76,4
4557,60,La Tortura,Shakira,Alejandro Sanz,2005,5BSclXJTa9B0iURhUjZo50,74,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212.893,4
4558,61,She Will Be Loved,Maroon 5,None,2005,4llK75pXNWZz6KAho2Gp16,81,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,259.453,4
4559,62,Baby I'm Back,Baby Bash,Akon,2005,6EfyEbyk4XjCisJz90V8Ki,56,0.901,0.392,9,-4.414,0,0.105,0.0525,0,0.102,0.761,100.014,219.187,4
4560,63,Wait (The Whisper Song),Ying Yang Twins,None,2005,5Y78yINSOCW6xbOfGWNBg4,61,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,179.16,4
4561,64,Incomplete,Backstreet Boys,None,2005,0CnD7Hiw6pae6rLsZw5q5W,65,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,239.587,4
4562,65,Bring Em Out,T.I.,None,2005,3CcvahnsiArpTHYQEWV2Au,64,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.141,0.587,98.579,216.707,4
4563,66,Cater 2 U,Destiny's Child,None,2005,6uYAPqxP69zfpCbsTHXgiz,62,0.605,0.584,11,-7.043,0,0.197,0.286,0,0.235,0.464,125.802,245.4,4
4564,67,1 Thing,Amerie,None,2005,1mnqraQ8oV8MX92rdOFLWW,62,0.612,0.961,10,-3.078,0,0.333,0.107,4.17E-05,0.0413,0.867,129.873,238.76,5
4565,68,Best of You,Foo Fighters,None,2005,5FZxsHWIvUsmSK1IAvm2pp,77,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,255.627,4
4566,69,It's Like That,Mariah Carey,Jermaine Dupri,2005,0sNY3XS9Tz1P957KZrQ6GZ,64,0.8,0.633,8,-4.875,0,0.0514,0.0901,0,0.0315,0.836,95.953,203.36,4
4567,70,Goin' Crazy,Natalie,None,2005,48JAAdtKgOQ4u4QRER6bJX,53,0.6,0.556,1,-7.294,1,0.026,0.624,0.00735,0.0837,0.233,105.957,294.093,4
4568,71,Inside Your Heaven,Carrie Underwood,None,2005,25ry9EyyRsp1dDctlAclin,42,0.38,0.596,7,-3.469,1,0.0315,0.123,1.46E-06,0.132,0.16,134.443,243.267,4
4569,72,Because of You,Kelly Clarkson,None,2005,3f3omU8n47Mqyab5nCaGyT,72,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219.493,4
4570,73,Truth Is,Fantasia,None,2005,3QfsB9tPwAjMb5b9P7r3Z5,50,0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.616,73.209,236.747,4
4571,74,Your Body,Pretty Ricky,None,2005,5y4TDQdYzlT4eoQIPOgNDz,61,0.838,0.594,4,-5.695,0,0.113,0.176,0,0.0867,0.507,90.038,240.04,4
4572,75,Beautiful Soul,Jesse McCartney,None,2005,1HwpWwa6bnqqRhK8agG4RS,75,0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975,214.227,4
4573,76,Cool,Gwen Stefani,None,2005,469RmLzEsicj8VSn9aIuKV,57,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,189.333,4
4574,77,Get Back,Ludacris,None,2005,3njpLvANriMsdv3dgADEad,60,0.555,0.639,1,-5.16,1,0.263,0.0594,0,0.118,0.184,171.609,270.747,4
4575,78,Outta Control,50 Cent,Mobb Deep,2005,7BKi4ZcyMBXeAvJ1OPxhdV,55,0.77,0.587,8,-5.99,0,0.265,0.0268,0,0.0621,0.574,92.009,247.973,4
4576,79,U Don't Know Me,T.I.,None,2005,2SuMoyOaAVBg5AzfKyZaKV,54,0.779,0.66,1,-4.854,1,0.17,0.0496,0,0.0825,0.526,83.914,243.506,4
4577,80,These Words,Natasha Bedingfield,None,2005,6QLU1GKy2Zh2mOh2uoJ0TV,65,0.734,0.635,5,-7.03,1,0.0816,0.0322,0,0.0808,0.931,96.99,216.36,4
4578,81,Don't Lie,The Black Eyed Peas,None,2005,6tp27J7xy18DQiQXut3GsF,64,0.662,0.785,9,-5.299,1,0.186,0.16,0,0.0784,0.604,89.885,219,4
4579,82,Get Right,Jennifer Lopez,None,2005,0rLzyBecRbTpnBWvMtPVFR,58,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,225.533,4
4580,83,Daughters,John Mayer,None,2005,5FPnjikbwlDMULCCCa6ZCJ,69,0.674,0.413,2,-7.816,1,0.0274,0.837,1.91E-05,0.098,0.503,124.895,237.907,3
4581,84,As Good as I Once Was,Toby Keith,None,2005,7G6l2FtQyRhQgYgut2I6i8,70,0.68,0.87,5,-4.461,1,0.0393,0.266,0,0.109,0.646,119.075,227.84,4
4582,85,Girlfight,Brooke Valentine,Lil Jon,2005,0GkkiqqRdjqmRDrWfTdemH,43,0.745,0.62,11,-8.24,1,0.148,0.0131,0,0.118,0.603,99.985,234.733,4
4583,86,Lose My Breath,Destiny's Child,None,2005,4dvQg9sD8k9y4qiEURuj8v,58,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242.013,4
4584,87,Ordinary People,John Legend,None,2005,2ZA4uMlSZjaoWGFqP1tsLI,69,0.469,0.132,10,-14.001,1,0.0807,0.929,0,0.0873,0.36,67.011,281.467,3
4585,88,We Be Burnin',Sean Paul,None,2005,4kOTDj4SiZPkW1p96WMDNv,60,0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,213.066,4
4586,89,Just the Girl,The Click Five,None,2005,1JURww012QnWAw0zZXi6Aa,62,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.751,110.958,234.147,4
4587,90,TRUE,Ryan Cabrera,None,2005,0jdeV5dSB3kUBRqe1xQJbh,66,0.598,0.4,6,-10.054,1,0.0241,0.459,0,0.151,0.369,96.938,203.546,4
4588,91,O,Omarion,None,2005,3gOBLrOvDovzHL4xBDQw0B,48,0.742,0.515,0,-6.265,1,0.0405,0.081,0,0.194,0.587,120.086,280.707,4
4589,92,Back Then,Mike Jones,None,2005,5krOROgmf8adn3SJzeKLZy,59,0.776,0.736,9,-6.308,1,0.255,0.0101,0,0.18,0.536,159.838,244.187,4
4590,93,Numb/Encore,Jay-Z,Linkin Park,2005,5sNESr6pQfIhL3krM8CtZn,77,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,205.733,4
4591,94,Wonderful,Ja Rule,R. Kelly,2005,1bl99Q4umnPomYGv3dQP67,63,0.663,0.777,11,-4.954,0,0.109,0.277,0,0.0466,0.758,92.68,270.507,4
4592,95,I'm Sprung,T-Pain,None,2005,0F7rEdewJ6cSLylOZZpDu7,68,0.722,0.329,0,-11.617,0,0.108,0.088,0,0.081,0.166,99.991,230.713,4
4593,96,Chariot,Gavin DeGraw,None,2005,4dygMGhvfENVhwRXmAscbl,53,0.281,0.779,7,-5.104,1,0.0514,0.0437,0,0.37,0.344,167.172,239.173,4
4594,97,U Already Know,112,Foxy Brown,2005,0ahRDzkKq0KEi7FRoHb0qk,56,0.694,0.511,8,-9.34,1,0.0449,0.274,0,0.166,0.931,87.014,198.88,4
4595,98,Mississippi Girl,Faith Hill,None,2005,79YeQbd1p7MsuT7wHQLRYY,50,0.499,0.765,9,-4.148,1,0.0521,0.113,0,0.0509,0.665,83.916,232.707,4
4596,99,Number One Spot,Ludacris,None,2005,5SV9SnHkuHMh446QsgQtry,48,0.542,0.946,6,-4.279,1,0.378,0.0346,0,0.323,0.509,146.7,274.467,4
4597,100,Give Me That,Webbie,Bun B,2005,0KGZzYTmH3lfpSKOcjnOkp,39,0.674,0.773,8,-6.002,1,0.288,0.00694,0,0.312,0.506,78.006,267.72,4
4598,1,Bad Day,Daniel Powter,None,2006,0mUyMawtxj1CJ76kn9gIZK,77,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233.64,4
4599,2,Temperature,Sean Paul,None,2006,0k2GOhqsrxDTAbFFSdNJjT,79,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218.573,4
4600,3,Promiscuous,Nelly Furtado,Timbaland,2006,47aQT2aV12TyilaoYi1NiD,74,0.795,0.978,10,-6.097,0,0.0459,0.046,8.29E-05,0.143,0.843,114.321,242.2,4
4601,4,You're Beautiful,James Blunt,None,2006,0vg4WnUWvze6pBOJDTq99k,78,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,209.493,4
4602,5,Hips Don't Lie,Shakira,Wyclef Jean,2006,3ZFTkvIE7kyPt6Nu3PEa7V,85,0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.756,100.024,218.093,4
4603,6,Unwritten,Natasha Bedingfield,None,2006,1D1nixOVWOxvNfWi0UD7VX,77,0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013,259.333,4
4604,7,Crazy,Gnarls Barkley,None,2006,2N5zMZX7YeL1tico8oQxa9,73,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182.066,4
4605,8,Ridin',Chamillionaire,Krayzie Bone,2006,3kZoay4ANo86ehb6s4RwS9,72,0.787,0.799,8,-4.68,0,0.0993,0.189,0,0.3,0.835,143.052,303.053,4
4606,9,SexyBack,Justin Timberlake,Timbaland,2006,0O45fw2L5vsWpdsOdXwNAR,79,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242.733,4
4607,10,Check on It,Beyonc�,Slim Thug,2006,2RWxrpsFshOBFwRBRstUlQ,59,0.705,0.796,7,-6.845,1,0.267,0.0708,0,0.388,0.864,166.042,210.453,4
4608,11,Be Without You,Mary J. Blige,None,2006,2YegxR5As7BeQuVp2U6pek,64,0.724,0.705,2,-5.859,0,0.112,0.067,0,0.262,0.662,146.589,246.333,4
4609,12,Grillz,Nelly,Paul Wall,2006,6zS6zUoWh8QluIZ2lv9tWb,60,0.865,0.514,4,-7.251,0,0.241,0.0399,0,0.255,0.822,82.987,271.24,4
4610,13,Over My Head (Cable Car),The Fray,None,2006,1N62wozuHCvczCkY4QidpP,71,0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,236.267,4
4611,14,Me & U,Cassie,None,2006,7k6IzwMGpxnRghE7YosnXT,74,0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,192.213,4
4612,15,Buttons,Pussycat Dolls,Snoop Dogg,2006,2ICylmg7jCYdOWUFNa8VW7,45,0.524,0.809,2,-4.787,1,0.335,0.185,0,0.345,0.532,210.893,231.293,4
4613,16,Run It!,Chris Brown,Juelz Santana,2006,7xYnUQigPoIDAMPVK79NEq,72,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,229.867,4
4614,17,So Sick,Ne-Yo,None,2006,6brl7bwOHmGFkNw3MBqssT,79,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,207.187,4
4615,18,It's Goin' Down,Yung Joc,Nitti,2006,05Sgj1Hx03ZXc57gsV1kfX,67,0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,241.84,4
4616,19,SOS,Rihanna,None,2006,30cSNer6TV8x2utjULVeQ5,72,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,238.92,4
4617,20,I Write Sins Not Tragedies,Panic! at the Disco,None,2006,4bPQs0PHn4xbipzdPfn6du,76,0.569,0.83,9,-4.106,0,0.14,0.0807,0,0.114,0.609,170.094,186.635,4
4618,21,Move Along,The All-American Rejects,None,2006,2l57cfmCnOkwNX1tky02n1,69,0.518,0.916,3,-3.858,1,0.0454,0.000148,0,0.291,0.646,109.864,238.88,4
4619,22,London Bridge,Fergie,None,2006,7jRoWfRlLnGYEIEn4t4kbq,65,0.769,0.609,1,-5.894,1,0.357,0.216,0,0.166,0.633,90.951,241.307,4
4620,23,Dani California,Red Hot Chili Peppers,None,2006,10Nmj3JCNoMeBQ87uw5j8k,78,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,282.16,4
4621,24,Snap Yo Fingers,Lil Jon,E,2006,6o3s08kk2fQI37vxGZDrJ1,69,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038,274.387,4
4622,25,"Lean wit It, Rock wit It",Dem Franchize Boyz,None,2006,7cVmKBwzPsh4Fmb6SplfEm,62,0.886,0.62,5,-5.854,1,0.307,0.082,0,0.1,0.6,76.035,229.813,4
4623,26,What Hurts the Most,Rascal Flatts,None,2006,4bVuIlGQBMWS7vIhcx8Ae4,73,0.537,0.674,5,-5.134,0,0.0277,0.0088,0,0.265,0.33,136.002,214.107,4
4624,27,How to Save a Life,The Fray,None,2006,5fVZC9GiM4e8vu99W0Xf6J,83,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,262.533,4
4625,28,Unfaithful,Rihanna,None,2006,13xxBnXOuiBxVxJI458B0i,72,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,226.973,4
4626,29,Chasing Cars,Snow Patrol,None,2006,11bD1JtSjlIgKgZG2134DZ,80,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08E-05,0.132,0.136,104.016,267.933,4
4627,30,Lips of an Angel,Hinder,None,2006,40LQiUUUKXVGyNs09lHVjW,74,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08E-06,0.203,0.251,129.084,261.853,4
4628,31,Everytime We Touch,Cascada,None,2006,1eOHw1k2AoluG4VyjBHLzX,67,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56E-05,0.41,0.495,142.049,196.467,4
4629,32,Ain't No Other Man,Christina Aguilera,None,2006,7huo2wvrCgRucUsjdSDLQV,64,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228.907,4
4630,33,"Dance, Dance",Fall Out Boy,None,2006,0a7BloCiNzLDD9qSQHh5m7,76,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,180.267,4
4631,34,Gold Digger,Kanye West,Jamie Foxx,2006,1PS1QMdUqOal0ai3Gt7sDQ,79,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,207.627,4
4632,35,Money Maker,Ludacris,Pharrell,2006,2JpUkUR0OsOlUUfm6iS8ic,62,0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756,230.613,4
4633,36,Ms. New Booty,Bubba Sparxxx,Ying Yang Twins,2006,0k6HUzaRHpQ3eEWr1C7Esh,64,0.64,0.62,1,-5.931,1,0.416,0.016,0,0.0831,0.609,129.37,252.653,5
4634,37,(When You Gonna) Give It Up to Me,Sean Paul,Keyshia Cole,2006,6k8uthjEbttfWXcGaNTQGD,49,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,243.88,4
4635,38,Photograph,Nickelback,None,2006,3hb2ScEVkGchcAQqrPLP0R,70,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,258.92,4
4636,39,Because of You,Kelly Clarkson,None,2006,3f3omU8n47Mqyab5nCaGyT,72,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219.493,4
4637,40,Stickwitu,Pussycat Dolls,None,2006,4NjR63Up0uMkQBlKvlZd1l,64,0.655,0.54,9,-6.482,1,0.0516,0.268,0,0.068,0.43,79.983,207.507,4
4638,41,I'm 'n Luv (wit a Stripper),T-Pain,Mike Jones,2006,1lih9AUGlOI2qbAkptdBsr,69,0.731,0.368,8,-10.38,1,0.0688,0.00544,0,0.193,0.512,145.171,265.333,4
4639,42,My Humps,The Black Eyed Peas,None,2006,19JdbdEwQI7bCxefMokZO8,67,0.801,0.682,1,-5.919,0,0.225,0.111,1.56E-05,0.109,0.586,123.95,326.96,4
4640,43,Where'd You Go,Fort Minor,Holly Brook,2006,0noblZ1tkJAyXGvcvjXedm,40,0.748,0.845,1,-3.373,0,0.0686,0.243,0.00344,0.0828,0.279,89.969,232.467,4
4641,44,Yo (Excuse Me Miss),Chris Brown,None,2006,7DFnq8FYhHMCylykf6ZCxA,74,0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768,229.04,4
4642,45,Walk Away,Kelly Clarkson,None,2006,25sA1vM4BFkTb5cJGWftFo,51,0.75,0.888,0,-4.524,1,0.0426,0.0147,1.11E-06,0.0759,0.935,115.973,189.307,4
