,rank,title,artist,other artists,year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
130,31,Quarter to Three,Gary U.S. Bonds,None,1961,7aHn8rGeEGkDkQiUV0DpW1,37,0.473,0.824,0,-9.325,0,0.178,0.929,0.0547,0.866,0.923,165.457,150.4,4
131,32,"Who Put the Bomp (in the Bomp, Bomp, Bomp)",Barry Mann,None,1961,30txFxKhnMJqUXz0xx0x39,43,0.366,0.681,7,-8.468,1,0.0672,0.516,0,0.303,0.86,169.346,167.227,4
132,33,Calendar Girl,Neil Sedaka,None,1961,7Gpx2fNJiilvrf9Ss8qbit,54,0.703,0.649,8,-7.727,0,0.0312,0.397,0,0.209,0.862,122.719,159.693,4
133,34,I Like It Like That,Chris Kenner,None,1961,5wIxMTfyrSEx4w1MxaM96c,35,0.589,0.568,5,-11.295,1,0.0806,0.832,0,0.272,0.777,144.566,117.6,4
134,35,Apache,JÃÂ¸rgen Ingmann,None,1961,0FKNRNN2mcY9dBjenoxbeY,34,0.644,0.492,9,-13.646,0,0.0468,0.894,0.922,0.117,0.248,129.089,175.52,4
135,36,Don't Bet Money Honey,Linda Scott,None,1961,59HLIw9889P6VHYpdxwZ6r,2,0.303,0.35,2,-13.436,0,0.0357,0.862,0,0.0969,0.665,202.092,146.695,3
136,37,Without You,Johnny Tillotson,None,1961,5HbuNDquUjgOoJIozrdayL,30,0.537,0.558,2,-5.701,1,0.0263,0.425,0.636,0.119,0.709,99.333,128.8,3
137,38,Wings of a Dove,Ferlin Husky,None,1961,31vF1iGX0S3Dtv0rQfEksJ,43,0.5,0.319,4,-15.735,1,0.039,0.497,0,0.101,0.646,177.489,142.907,3
138,39,Little Sister,Elvis Presley,None,1961,5jRnmQJAwBbtikNcvYbp3B,57,0.602,0.619,9,-11.751,1,0.0768,0.434,0,0.364,0.902,139.6,151.387,4
139,40,Blue Moon,The Marcels,None,1961,75ewj77lCHHLKOlyx5KvGw,45,0.621,0.43,7,-11.163,1,0.0343,0.69,0,0.075,0.938,127.74,135.2,4
140,41,Daddy's Home,Shep,the Limelites,1961,2Vr3XMnJyu60xBUUchWUrI,44,0.493,0.123,5,-13.875,1,0.0366,0.939,8.58E-06,0.146,0.273,144.64,174.2,3
141,42,This Time,Troy Shondell,None,1961,4dfn4XrQIUAgUU96Ag1Ref,20,0.453,0.299,2,-14.331,1,0.0299,0.712,0,0.287,0.341,81.169,157.96,4
142,43,(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry",None,1961,1a9EyBydOYhE7SGSodUIjP,54,0.662,0.535,10,-5.457,1,0.027,0.563,0,0.125,0.83,109.695,141.2,4
143,44,Asia Minor,Kokomo,None,1961,4uNAdFLTuiIhDtbZsq31Og,17,0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.931,202.954,118.133,4
144,45,Hello Walls,Faron Young,None,1961,4dim8F8t01qimHOmr6S3Gd,56,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73E-06,0.114,0.695,101.489,146.84,4
145,46,Runaround Sue,Dion,None,1961,1DndHckdH9m5rp6gYP086b,65,0.364,0.607,2,-9.791,1,0.125,0.451,0,0.251,0.598,79.987,171.6,4
146,47,Yellow Bird,Arthur Lyman,None,1961,7uJQUtgOzvSlVM3oyY012O,44,0.572,0.0774,2,-26.113,1,0.0484,0.951,0.893,0.115,0.807,120.311,165.667,4
147,48,Hurt,Timi Yuro,None,1961,6mqfq8EdYoV07TXM2rgPgb,49,0.493,0.244,5,-11.487,1,0.0277,0.707,0.000462,0.121,0.222,87.044,148.467,3
148,49,Hello Mary Lou,Ricky Nelson,None,1961,6ImmlZj8ysK2jDnqqbKp60,60,0.602,0.633,9,-9.756,1,0.0314,0.502,0,0.0614,0.931,98.995,138.547,4
149,50,There's a Moon Out Tonight,The Capris,None,1961,1BILDfIiSgFh6MvLHjq1Jo,43,0.494,0.452,6,-9.907,1,0.0297,0.882,0,0.417,0.603,100.258,134.729,3
150,51,Surrender,Elvis Presley,None,1961,366wRPrx2airjcCRkxgoS2,54,0.38,0.638,3,-9.647,0,0.0504,0.75,0,0.258,0.749,79.125,114.2,4
151,52,I Love How You Love Me,The Paris Sisters,None,1961,4UEWbycxYnl9KkrCl9nXwH,41,0.384,0.452,10,-8.894,1,0.0281,0.944,0.00125,0.224,0.453,84.857,123.834,3
152,53,Ya Ya,Lee Dorsey,None,1961,2pMwweGkjNLXZkSDZ63LYf,39,0.758,0.557,5,-10.106,1,0.0453,0.607,0.000218,0.193,0.887,140.795,146.053,4
153,54,School Is Out,Gary U.S. Bonds,None,1961,01GarP7Iim3fsxASclkEFW,16,0.464,0.778,10,-11.338,1,0.185,0.868,3.68E-05,0.434,0.812,149.199,149.56,4
154,55,Mexico,Bob Moore,None,1961,3Rf03HXu9jgcCtCtT2oT4p,15,0.57,0.822,2,-5.66,1,0.0254,0.185,0.913,0.159,0.978,86.536,156.44,4
155,56,You Don't Know What You've Got (Until You Lose It),Ral Donner,None,1961,7b5CaZGoxF5rth1jBITajb,12,0.67,0.315,1,-14.201,0,0.0446,0.749,0,0.34,0.616,130.881,135.732,4
156,57,Walk Right Back,The Everly Brothers,None,1961,3NUXLtK8UGdD8TvZ12b4dD,53,0.624,0.358,1,-13.199,1,0.0342,0.752,0,0.0593,0.871,135.797,139.64,4
157,58,The Way You Look Tonight,The Lettermen,None,1961,3XLSi3aWD9qDCuHvSi5qfY,45,0.185,0.334,4,-10.572,1,0.0304,0.907,0,0.0939,0.15,103.153,141.507,3
158,59,Moody River,Pat Boone,None,1961,2TEdI0KNrYHo4UPhrt0ais,38,0.767,0.269,3,-14.983,1,0.0333,0.774,0,0.0875,0.534,129.921,157.267,4
159,60,One Mint Julep,Ray Charles,None,1961,3Pq3nWYY5IBHfFhCdrZgzt,26,0.735,0.457,8,-12.052,1,0.135,0.63,0.665,0.0357,0.787,129.488,189.227,4
160,61,Take Good Care of Her,Adam Wade,None,1961,0XkuWDNnWDOZbGlZFGWMLO,9,0.473,0.463,11,-8.982,1,0.0392,0.671,2.20E-06,0.106,0.41,114.324,146.933,4
161,62,Gee Whiz (Look at His Eyes),Carla Thomas,None,1961,68IngNKFxLJQZvTyzYIKIg,36,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84E-06,0.129,0.324,179.652,141.84,3
162,63,Stand by Me,Ben E. King,None,1961,3SdTKo2uVsxFblQjpScoHy,80,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07E-06,0.0707,0.605,118.068,180.056,4
163,64,Spanish Harlem,Ben E. King,None,1961,3UCmuRdeTriWgOZMEJsfqZ,52,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75E-05,0.129,0.789,125.166,174.293,4
164,65,It's Gonna Work Out Fine,Ike,Tina Turner,1961,2vGVafns1VhbbhyIKi5VtL,17,0.69,0.69,0,-7.465,1,0.103,0.745,6.34E-06,0.116,0.936,108.037,183.347,4
165,66,Baby Blue,The Echoes,None,1961,5Kt64y0teh7Y23o8JHNC8l,24,0.5,0.373,7,-13.548,1,0.0275,0.779,0,0.0667,0.727,132.368,156.813,4
166,67,Baby Sittin' Boogie,Buzz Clifford,None,1961,06is43MVB1a03zyhtRBLpX,16,0.476,0.679,1,-7.001,1,0.107,0.801,0,0.257,0.812,139.291,124.653,4
167,68,Hats Off to Larry,Del Shannon,None,1961,0Eok7UwcfOhuNxBNnJzeHY,40,0.44,0.719,11,-4.469,1,0.0348,0.664,3.29E-06,0.322,0.635,79.99,122.2,4
168,69,Those Oldies but Goodies,Little Caesar,the Romans,1961,05xGj0TWWNfOF76CzY9woN,25,0.475,0.257,7,-16.965,1,0.0305,0.979,3.68E-06,0.547,0.508,96.761,199.132,3
169,70,The Fly,Chubby Checker,None,1961,63u1aZPkSplzbIdyHGpvrG,29,0.456,0.968,5,-4.916,1,0.0448,0.00494,0.00705,0.204,0.962,159.746,170.653,4
170,71,(Marie's the Name) His Latest Flame,Elvis Presley,None,1961,4qbLOU1T7xgTH87eUSkvJ1,58,0.661,0.917,4,-6.329,0,0.0375,0.568,0.00202,0.134,0.893,105.289,127.093,4
171,72,Wonderland by Night,Bert Kaempfert,None,1961,1xDkYGbHn8BSLVRGFrYeuq,51,0.368,0.27,4,-8.344,1,0.0272,0.905,0.863,0.234,0.232,70.391,193.107,4
172,73,Bless You,Tony Orlando,None,1961,06VKnttgGlIvFhZQgbuQtu,13,0.429,0.512,1,-6.865,1,0.0365,0.47,1.07E-05,0.0674,0.828,122.794,138.813,4
173,74,I've Told Every Little Star,Linda Scott,None,1961,5phFsm70tNSJA5Q6PX5VlO,9,0.665,0.464,3,-13.166,1,0.0286,0.726,0.000203,0.26,0.931,117.832,136.231,4
174,75,One Track Mind,Bobby Lewis,None,1961,6VFtCu4u6NeANjWZO131Sl,6,0.606,0.564,10,-7.237,1,0.0303,0.589,0,0.27,0.971,145.083,125.022,3
175,76,Angel Baby,Rosie,the Originals,1961,71keN33KR0rS5jwKi4JNLE,58,0.347,0.177,0,-15.365,1,0.0326,0.849,0.00231,0.113,0.444,196.501,227.624,3
176,77,Pretty Little Angel Eyes,Curtis Lee,None,1961,1EWUFMTwyqAzb1p9KFnt02,39,0.644,0.533,4,-11.606,1,0.0566,0.322,0,0.0781,0.79,112.16,153.667,4
177,78,Think Twice,Brook Benton,None,1961,3rjOwWd1wgJNvoqskwcPhT,19,0.443,0.217,3,-14.609,1,0.038,0.935,0.00757,0.12,0.321,79.065,167.102,3
178,79,Does Your Chewing Gum Lose Its Flavour (On the Bedpost Overnight?),Lonnie Donegan,None,1961,353qxXeS9BNjH1RgfdOXxM,28,0.698,0.806,7,-8.681,1,0.104,0.619,0,0.9,0.934,113.811,151.693,4
179,80,Breakin' in a Brand New Broken Heart,Connie Francis,None,1961,4Z2sM6VTcNZZQjpjR267go,21,0.327,0.238,0,-7.387,1,0.0289,0.824,0,0.0877,0.213,83.352,157.52,4
180,81,Mama Said,The Shirelles,None,1961,5sGeyWYDvUIF7QjERNCY7L,50,0.604,0.591,8,-6.874,0,0.0614,0.704,0,0.47,0.829,140.558,130.893,4
181,82,Let the Four Winds Blow,Fats Domino,None,1961,16wsaPpSfcvo9ysLD8BZ4o,33,0.638,0.451,10,-11.438,1,0.0501,0.555,0.0165,0.119,0.963,90.193,140.107,4
182,83,The Writing on the Wall,Adam Wade,None,1961,4ECyERuKQUKEhtQGpoKKwi,10,0.737,0.283,1,-11.696,1,0.041,0.543,0.000258,0.0733,0.747,124.07,150.24,4
183,84,My Kind of Girl,Matt Monro,None,1961,4otoz66kYmUhJckTRaQVtu,29,0.616,0.185,5,-14.1,1,0.0391,0.56,0,0.157,0.413,130.849,177.6,4
184,85,"Tonight My Love, Tonight",Paul Anka,None,1961,0hYEYnKYQt5d0zQdUABH3V,39,0.545,0.66,4,-7.872,1,0.0304,0.657,0,0.634,0.884,125.069,128.067,4
185,86,San Antonio Rose,Floyd Cramer,None,1961,0WnESCgrJ4XBxlsnHMECtl,30,0.575,0.451,2,-14.082,1,0.0282,0.438,0.754,0.172,0.972,173.573,139.587,4
186,87,Big Bad John,Jimmy Dean,None,1961,61uAY9xdzYiIbYJ07XvKso,56,0.516,0.457,8,-12.609,1,0.184,0.596,0,0.106,0.455,173.934,182.56,4
187,88,Good Time Baby,Bobby Rydell,None,1961,5Zt2tF219dfVI32VAORqXH,19,0.506,0.844,5,-6.58,1,0.0725,0.617,0,0.645,0.854,168.78,129.467,4
188,89,Rubber Ball,Bobby Vee,None,1961,35gkASz2Cb1VryMGIuEPjX,49,0.423,0.43,9,-10.325,1,0.0353,0.686,0,0.183,0.77,142.885,144.107,4
189,90,Missing You,Ray Peterson,None,1961,0Z06GCuyB8OoinQQltymO8,14,0.532,0.287,9,-10.305,1,0.0325,0.875,0,0.122,0.353,90.319,164.127,4
190,91,Dum Dum,Brenda Lee,None,1961,2amlWbDFBNfQyoHy7mIMnZ,26,0.691,0.618,6,-6.678,1,0.154,0.831,0,0.136,0.682,126.533,146.173,4
191,92,I'm Gonna Knock on Your Door,Eddie Hodges,None,1961,6C5IC9bZ0q6mI16Hay23gB,32,0.767,0.87,2,-6.756,1,0.034,0.814,0.0037,0.0641,0.991,126.293,126.267,4
192,93,You Can Depend on Me,Brenda Lee,None,1961,6sEzDVlcfYn2akvtzUitrb,33,0.563,0.153,11,-13.87,1,0.0272,0.857,0.00193,0.085,0.335,92.487,214.52,3
193,94,Let's Twist Again,Chubby Checker,None,1961,1INWPr855fwWdAOeecbu0W,69,0.604,0.709,8,-6.377,1,0.158,0.0987,0,0.0551,0.907,167.832,137.36,4
194,95,Take Five,The Dave Brubeck Quartet,None,1961,1YQWosTIljIvxAgHWTp7KP,69,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,324.133,5
195,96,Are You Lonesome Tonight?,Elvis Presley,None,1961,6vXZs9rEQF7Nd6O8Ue7NrT,58,0.355,0.0922,7,-17.747,1,0.0515,0.918,0.000702,0.106,0.191,65.952,187.027,3
196,97,Sea of Heartbreak,Don Gibson,None,1961,0xERMvJD8djz1ZBjPSRLvM,54,0.59,0.586,7,-9.158,1,0.0344,0.422,4.46E-05,0.337,0.729,91.17,155.04,4
197,98,More Money for You and Me,The Four Preps,None,1961,6taOhSWQVW7wd0lj9MX1u9,7,0.547,0.229,2,-17.305,1,0.262,0.805,0,0.968,0.461,112.262,388.027,4
198,99,You Must Have Been a Beautiful Baby,Bobby Darin,None,1961,1ATiocRsFUbrnEFhb5Y4y9,31,0.707,0.549,7,-15.712,1,0.0356,0.763,5.88E-05,0.121,0.974,134.563,129.707,4
199,100,Please Stay,The Drifters,None,1961,6Y3ZRbwgdJzNFkd8knmtha,30,0.718,0.387,10,-10.208,1,0.0294,0.358,0,0.216,0.718,113.001,137.8,4
200,1,Stranger on the Shore,Acker Bilk,None,1962,6sZ8qBd2dO4QQq6B6FqVPn,54,0.257,0.311,3,-13.248,1,0.0334,0.789,0.781,0.0778,0.211,142.385,201.96,3
201,2,I Can't Stop Loving You,Ray Charles,None,1962,79nJj5dMyTsUzKvN5jUXsJ,66,0.31,0.279,5,-13.552,1,0.0308,0.815,0,0.318,0.377,79.397,256.12,3
202,3,Mashed Potato Time,Dee Dee Sharp,None,1962,6jouZcdraQvsbh7SWkLEui,51,0.674,0.473,2,-7.193,1,0.0362,0.0705,4.79E-05,0.0593,0.847,125.046,150.867,4
203,4,Roses Are Red (My Love),Bobby Vinton,None,1962,0qYok0f8O5DE8yJSo146dn,47,0.515,0.218,5,-10.071,1,0.0287,0.828,0,0.302,0.534,102.997,158.933,4
204,5,The Stripper,David Rose,None,1962,00vH2PsEQTGRyJYhyIyDbr,32,0.471,0.458,0,-10.122,1,0.0285,0.702,0.552,0.326,0.528,94.183,116.733,4
205,6,Johnny Angel,Shelley Fabares,None,1962,6XEW0P64pYXfD06e4oLcWz,39,0.369,0.385,0,-9.132,1,0.0282,0.872,0,0.279,0.735,108.025,139.32,4
206,7,The Loco-Motion,Little Eva,None,1962,1hClDWPgajpLIFjLOkFuau,48,0.636,0.893,3,-6.311,1,0.047,0.674,0.00143,0.176,0.887,129.664,148.627,4
207,8,Let Me In,The Sensations,None,1962,1FY6i2ypBOzsMHU2mWXMA9,20,0.661,0.851,10,-9.954,1,0.0503,0.467,4.63E-05,0.38,0.948,130.554,186.067,4
208,9,The Twist,Chubby Checker,None,1962,4YCnTYbq3oL1Lqpyxg33CU,61,0.571,0.618,4,-5.682,1,0.0371,0.18,2.69E-06,0.178,0.852,156.892,155.04,4
209,10,Soldier Boy,The Shirelles,None,1962,6g4Oyy8IwraOjPl7nqnROq,38,0.569,0.198,10,-15.481,1,0.0265,0.754,0.0002,0.331,0.622,97.595,162.013,4
210,11,Hey! Baby,Bruce Channel,None,1962,0obIo2GEab6qqms6t3JaMY,63,0.515,0.623,9,-5.597,1,0.036,0.359,0,0.274,0.643,64.253,143.627,4
211,12,The Wanderer,Dion,None,1962,3v8d3ku3kiTZVPxEt7a2dE,59,0.59,0.546,7,-10.213,1,0.0436,0.301,0,0.0936,0.855,114.04,168.64,4
212,13,Duke of Earl,Gene Chandler,None,1962,6Hy22YDN9HJMRlJP1LwnJy,55,0.422,0.28,5,-11.277,1,0.0365,0.824,0,0.297,0.496,100.839,147.841,4
213,14,Palisades Park,Freddy Cannon,None,1962,2qi7QEyfxL2Z2ez9Rd51e0,41,0.36,0.82,1,-6.28,1,0.0552,0.404,0,0.121,0.857,83.227,113.213,4
214,15,Breaking Up Is Hard to Do,Neil Sedaka,None,1962,2x6pbpjVGjiWCcH89IK8AX,63,0.743,0.799,8,-5.466,0,0.0375,0.699,0,0.0635,0.965,116.112,139.2,4
215,16,Wolverton Mountain,Claude King,None,1962,7GjmzKbriJewFNDPJtVjey,44,0.629,0.335,9,-15.039,1,0.0499,0.806,1.21E-06,0.217,0.834,157.193,177.573,4
216,17,Slow Twistin',Chubby Checker,Dee Dee Sharp,1962,6Ie2IgHpf1Pgdo5swugul3,33,0.804,0.689,8,-6.892,1,0.0319,0.126,0,0.0391,0.924,120.279,164.853,4
217,18,It Keeps Right On a-Hurtin',Johnny Tillotson,None,1962,7d0sUxZ1O3zyM5B8t6CYST,32,0.311,0.283,9,-10.358,1,0.0325,0.751,0,0.134,0.525,201.96,169.573,4
218,19,The One Who Really Loves You,Mary Wells,None,1962,4M732X5J2BE6M8VIHHfxMx,50,0.769,0.407,7,-13.556,1,0.031,0.733,0,0.244,0.921,115.65,147.467,4
219,20,Good Luck Charm,Elvis Presley,None,1962,19gotedXtqeE8dWju6WURW,57,0.618,0.467,2,-13.166,1,0.0336,0.56,1.05E-05,0.5,0.904,121.646,145.08,4
220,21,Midnight in Moscow,Kenny Ball,None,1962,1FK2eVZehS2SzBjwrsQCI5,39,0.53,0.402,5,-14.117,0,0.0338,0.681,0.964,0.283,0.915,166.266,180.013,4
221,22,Sheila,Tommy Roe,None,1962,5Mzu8smN6fRBCaUaTytD1W,42,0.422,0.575,4,-8.993,1,0.107,0.275,0,0.062,0.475,135.63,127.067,4
222,23,Twistin' the Night Away,Sam Cooke,None,1962,7FS541dJh3iQAEXEZoDhE6,64,0.458,0.801,9,-7.83,1,0.0565,0.691,0,0.328,0.93,160.547,159.853,4
223,24,The Wah-Watusi,The Orlons,None,1962,1txHbsMQPOPqjigbBXTULL,40,0.768,0.684,4,-6.116,0,0.0398,0.138,0.000898,0.0642,0.887,134.116,150.24,4
224,25,Peppermint Twist,Joey Dee,the Starliters,1962,4vFuebQvxexME3dTs99ifv,35,0.427,0.642,0,-12.143,1,0.116,0.295,0,0.847,0.774,197.836,122.253,4
225,26,Break It to Me Gently,Brenda Lee,None,1962,5JccvAiwcZ7n3urnXqWPsG,59,0.539,0.26,0,-10.414,0,0.0268,0.588,0,0.134,0.492,92.032,164,3
226,27,Playboy,The Marvelettes,None,1962,5jsxE1nDuRrEgN9gmbWWYS,44,0.863,0.691,0,-5.611,1,0.0535,0.371,0,0.0597,0.916,123.757,164.84,4
227,28,Ramblin' Rose,Nat King Cole,None,1962,6bZlab0NrNteVppLu9C2Zy,50,0.431,0.379,9,-8.615,1,0.0267,0.794,0,0.303,0.31,97.061,167.853,4
228,29,Sealed with a Kiss,Brian Hyland,None,1962,6oM4ryXpuZmbFfBv2sEe7v,55,0.449,0.362,5,-10.38,0,0.0279,0.743,0,0.132,0.6,90.822,162.16,4
229,30,She Cried,Jay,the Americans,1962,30vrWTWGHRF6mbyCiDMamO,32,0.423,0.322,10,-13.402,0,0.0265,0.79,1.17E-05,0.0823,0.491,99.888,159.933,4
230,31,Don't Break the Heart That Loves You,Connie Francis,None,1962,15e7F6w10JTcuRcuR27QlG,30,0.332,0.417,8,-6.531,1,0.0339,0.88,0,0.355,0.159,111.612,182.813,3
231,32,Dear Lady Twist,Gary U.S. Bonds,None,1962,248Jb9TGzk3Rk0OaNtUGol,14,0.524,0.892,9,-7.214,0,0.235,0.62,0,0.818,0.936,138.964,152.533,4
232,33,Norman,Sue Thompson,None,1962,2Af6yE62PwymxZV0962qul,25,0.713,0.523,9,-9.446,1,0.0323,0.817,1.18E-06,0.104,0.965,127.254,141.027,4
233,34,Love Letters,Ketty Lester,None,1962,1cve4tX1mLZkqA5c6Wf6t4,1,0.585,0.633,10,-9.955,1,0.0287,0.323,0.00176,0.0539,0.87,101.904,132.5,4
234,35,Party Lights,Claudine Clark,None,1962,0Kb1OykZK7OYNqQ58KZ0rj,28,0.645,0.6,0,-7.948,1,0.238,0.0661,0,0.101,0.701,135.593,143.133,4
235,36,Cotton Fields,The Highwaymen,None,1962,5pgq6Pzyr8iF2Rs7vzC1nd,5,0.48,0.237,0,-18.666,1,0.375,0.86,0.128,0.945,0.469,103.182,289.228,4
236,37,Alley Cat,Bent Fabric,None,1962,10SOGyug8Cv35dcrByAD68,31,0.819,0.369,0,-8.607,1,0.0368,0.855,0.723,0.101,0.619,109.951,151.24,4
237,38,Twist and Shout,The Isley Brothers,None,1962,0URp9jOJtiWKR1AfMGH2Qj,58,0.774,0.811,5,-6.526,1,0.0355,0.65,0,0.0736,0.963,123.351,155.4,4
238,39,Theme from Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,None,1962,0PfEuXdMQIMgUpbWZcMWd0,18,0.271,0.175,9,-14.515,1,0.0348,0.905,0,0.251,0.19,110.915,162.96,1
239,40,Tuff,Ace Cannon,None,1962,6nPFRCNTVxvLbhdUZjahXU,21,0.591,0.219,10,-12.573,1,0.0661,0.366,0.864,0.0845,0.828,233.429,138.173,3
240,41,Lover Please,Clyde McPhatter,None,1962,6xAKCAHwaAvw9rlwAv3lkD,40,0.714,0.763,9,-5.341,1,0.222,0.766,0,0.147,0.961,84.374,116.24,4
241,42,I Know (You Don't Love Me No More),Barbara George,None,1962,4IZBzpxPNFmKP7I6D3qVH6,26,0.848,0.409,5,-10.757,1,0.0512,0.259,0.0115,0.0665,0.826,123.772,144.933,4
242,43,Young World,Ricky Nelson,None,1962,1Ibjmb8gV1RERi8GNUBGi1,28,0.543,0.525,0,-10.953,1,0.029,0.592,6.81E-05,0.156,0.662,117.157,147.707,4
243,44,Baby It's You,The Shirelles,None,1962,52wBOrIX3kkNe1KEALXOGy,46,0.672,0.358,7,-13.223,0,0.0286,0.289,0.00158,0.334,0.608,113.687,154.84,4
244,45,Speedy Gonzales,Pat Boone,None,1962,3TmnUIbelFiDzrhZqavHU0,54,0.589,0.447,11,-12.912,1,0.0748,0.821,0,0.0999,0.789,146.845,153.093,4
245,46,A Little Bitty Tear,Burl Ives,None,1962,3XhTHMleuyoQCP8jxOeIhD,26,0.58,0.209,0,-15.516,1,0.0464,0.896,0.243,0.116,0.831,72.103,125.4,4
246,47,Crying in the Rain,The Everly Brothers,None,1962,3lWuagNhAzcqOikD5KnBku,58,0.61,0.378,2,-9.381,1,0.0279,0.622,0,0.144,0.48,97.166,120.307,4
247,48,Al di lÃÂ ,Emilio Pericoli,None,1962,2EFuKrTmy6wCB9C7Bvyyia,41,0.32,0.301,11,-12.301,1,0.0293,0.682,0,0.123,0.217,84.918,197.137,4
248,49,Shout! Shout! (Knock Yourself Out),Ernie Maresca,None,1962,5x6EGByCHCfGtVCwg1Z1PG,41,0.654,0.721,8,-8.476,1,0.139,0.273,0,0.344,0.967,94.851,130.093,4
249,50,What's Your Name,Don,Juan,1962,3gzbPqfjQKHTUm18u71cIt,41,0.55,0.38,5,-7.963,1,0.0257,0.845,0,0.0791,0.795,99.789,135.427,3
250,51,Smoky Places,The Corsairs,None,1962,75ZlvRqeFQy02VFklspFdK,21,0.478,0.69,3,-10.387,1,0.0718,0.459,5.37E-05,0.164,0.748,125.351,187.228,4
251,52,Having a Party,Sam Cooke,None,1962,1VbD7IkGVqi8VOksRBwrC0,44,0.549,0.553,7,-7.482,0,0.048,0.848,0,0.15,0.72,123.371,154.267,4
252,53,Green Onions,Booker T.,the M.G.'s,1962,4fQMGlCawbTkH9yPPZ49kP,69,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,176.333,4
253,54,You Don't Know Me,Ray Charles,None,1962,6LahUh0U4umx6hDFfVWlGi,51,0.231,0.284,3,-12.178,1,0.0415,0.881,0,0.0992,0.369,70.679,196.92,5
254,55,Sherry,The Four Seasons,None,1962,7sqK6f8dHVx3Q1GjFrVyGl,61,0.701,0.471,0,-8.072,1,0.0421,0.647,0,0.125,0.69,117.564,152.16,4
255,56,Johnny Get Angry,Joanie Sommers,None,1962,1eBR9MdLUnRJRoNa3cpC92,35,0.628,0.27,1,-14.47,1,0.0359,0.78,0,0.325,0.548,126.676,156.56,4
256,57,Can't Help Falling in Love,Elvis Presley,None,1962,0ghQkNDYLSl4GsqfkjTjWx,9,0.678,0.163,2,-16.594,1,0.06,0.909,0.805,0.0949,0.507,139.914,169.714,4
257,58,Shout,Joey Dee,the Starliters,1962,1oNPWwxO8LDn81qJik3JMu,1,0.284,0.855,1,-11.964,1,0.0561,0.434,0,0.363,0.781,167.456,156.4,4
258,59,Rinky Dink,"Dave ""Baby"" Cortez",None,1962,4oy4gZOLCTwMh2FjNo5RQJ,26,0.76,0.569,0,-9.586,1,0.0457,0.0602,0.882,0.0292,0.68,112.438,169,4
259,60,Moon River,Henry Mancini,None,1962,5iGleL7HpEThuuYQ3us2jh,65,0.39,0.0235,5,-19.695,1,0.0345,0.937,0.00128,0.099,0.155,133.403,125.585,5
260,61,Ahab the Arab,Ray Stevens,None,1962,792qsDAf2ScTLCVjXS6HwB,35,0.639,0.59,7,-9.55,1,0.256,0.476,2.44E-05,0.461,0.798,174.416,262.333,4
261,62,Things,Bobby Darin,None,1962,7EME8xI4YLbUUT8qVKgBoR,44,0.562,0.558,4,-3.572,1,0.0453,0.858,0,0.107,0.839,174.704,151.413,4
262,63,(The Man Who Shot) Liberty Valance,Gene Pitney,None,1962,2ZHxl0iAc5mwJFX6Y5TvRU,44,0.602,0.591,1,-8.684,0,0.053,0.739,0,0.175,0.837,88.395,178.44,4
263,64,You Belong to Me,The Duprees,None,1962,1bgKnEPujoiQzz0pc6gdt7,43,0.322,0.36,1,-8.429,1,0.0273,0.893,2.92E-06,0.0918,0.378,97.63,170.187,3
264,65,Dream Baby (How Long Must I Dream),Roy Orbison,None,1962,2brxFq9YHrI4v6RGrocn5X,44,0.436,0.525,5,-9.248,1,0.0321,0.541,2.82E-05,0.11,0.877,153.618,153.8,4
265,66,Snap Your Fingers,Joe Henderson,None,1962,1oYef47TdXsf8ssv8U1yzb,11,0.674,0.246,10,-15.085,1,0.108,0.657,1.51E-05,0.114,0.658,107.014,178.227,4
266,67,Lovers Who Wander,Dion,None,1962,3ApktgPHkNDBWaZCWvOKjK,43,0.51,0.382,0,-13.637,1,0.0613,0.54,0,0.122,0.821,111.63,151.467,1
267,68,Let's Dance,Chris Montez,None,1962,2Qm5DrmotzWvqNM3JlcQYo,53,0.751,0.83,1,-6.215,1,0.0951,0.212,7.94E-06,0.0584,0.935,76.489,149.627,4
268,69,Cindy's Birthday,Johnny Crawford,None,1962,3Id8znxIUtTYNhZsak8Unb,29,0.61,0.316,7,-12.6,1,0.0335,0.755,0.000218,0.121,0.708,110,128.453,4
269,70,You Beat Me to the Punch,Mary Wells,None,1962,4Sz8zFchpHQVQVqVyGz5Jb,52,0.75,0.398,11,-14.516,0,0.0466,0.605,0,0.18,0.961,113.516,165.333,4
270,71,You'll Lose a Good Thing,Barbara Lynn,None,1962,5CEREcGR5WaLt40YzTQ62e,53,0.591,0.324,2,-13.218,0,0.0302,0.606,0.000144,0.172,0.617,104.15,159.867,3
